 1.8862, 1.0232,-1.4707,-2.5517, 4.9982,-3.8147, 0.2742,-3.0582,-1.1967, 4.1360
-1.7927,-2.3786, 0.2192,-1.8864, 3.0150,-3.4563, 1.9414,-1.8796, 3.2816, 3.4442
 1.3022, 0.0302, 0.1409,-0.1845,-1.7633, 3.3113,-3.1758, 0.9605, 1.0781,-3.1486
 4.5467,-3.1517, 2.4826, 4.4220, 2.2549,-3.6364,-1.0302,-1.7207, 1.8660, 0.7841
 0.0739, 4.2097, 0.0420, 3.3605,-4.1297, 3.1250, 1.7117, 1.8571, 3.3773, 0.1668
-4.2074, 3.1656,-2.2552,-0.7065,-0.8663, 4.3394,-2.7124,-3.6170,-2.1775,-1.4462
-2.4228,-1.4837,-4.6061,-4.5445,-2.9024, 2.5822,-3.0954,-2.3647,-3.8582,-1.8944
 0.4505, 3.9883,-1.4820, 1.3250,-1.2252,-4.3043, 1.9886, 1.9363, 4.4975, 0.3516
-1.3606, 4.2467,-3.6113,-0.2835, 2.6612, 1.4159, 2.6669, 3.6962,-2.5033,-0.8055
 3.9433, 1.1537,-3.6210, 2.6547, 3.4219,-0.0674, 1.5636,-4.1268,-3.4076, 1.3249
 3.0072, 4.1102,-0.0571,-4.8864, 1.8567,-1.7957,-1.8784,-4.4703, 2.8954,-0.5729
 4.7864,-4.5488,-0.8155,-4.2093,-2.3752, 2.5175,-0.9643, 1.5212,-2.4279, 0.3769
 1.5454, 2.0339, 3.1262,-0.2954,-0.5843,-3.6931,-1.8813, 4.2210, 4.4888, 0.2235
 3.9422, 0.3316, 1.1401, 0.9788, 3.4380,-3.4185,-2.7534, 3.2025, 4.8683, 0.2519
-2.5029, 4.2195, 0.7530,-3.0371, 3.5484, 3.8995, 3.2376,-4.1761, 4.2829, 2.8359
 3.4029, 1.0082,-1.8829, 0.6879, 3.8600, 3.5262,-3.1302,-0.8009,-3.2833,-2.2911
-0.3505, 1.7048, 0.9421,-3.2284,-3.1169,-1.1820,-0.0386,-2.1724, 4.1634, 4.0721
 2.7826, 0.4202, 3.0228,-2.0887,-4.6980, 3.8943,-3.3701,-4.8891,-4.5446,-4.6016
-0.0312,-3.8177,-3.1507,-3.2731, 3.9172, 2.8829, 0.5313,-0.4863,-2.5737, 2.4446
-0.9625,-2.7875,-1.2370,-2.4087,-1.4743, 2.2090, 2.9794,-1.6041, 4.8720,-2.9805
 3.4196,-3.6925, 3.5740, 4.1699,-4.9537, 2.3102,-2.0322, 0.6790, 4.6284,-2.8432
-0.9562, 3.9636,-0.7984,-3.0774,-4.4865, 2.8441, 1.4795, 0.2540, 4.4143,-1.3557
 2.5198, 0.4640, 0.1972, 1.9150,-1.7012,-3.3164,-1.8668, 4.3300,-4.6889, 2.8502
 4.0782, 4.3738,-0.5169,-1.7792,-4.0813, 1.3859, 4.9602, 1.1796,-3.2595, 4.7627
 4.1541, 4.1400,-2.1155,-1.4605,-4.7825, 2.1070, 0.7540, 0.7206,-0.2926,-3.3641
 2.9013, 3.0126,-0.5027, 4.5198, 3.3300, 4.5545,-4.6882,-0.6430, 3.9103,-2.3851
 2.5991,-2.5604, 1.3148,-4.5544, 0.2036,-2.9165, 2.8742,-0.2764,-3.6548,-3.7152
-0.6459,-2.4412,-4.9130, 2.6378,-1.4656,-1.9041,-2.5949, 3.1760, 1.9908,-1.4838
-4.4969,-0.2634, 3.7939, 3.7219, 1.0616, 3.0340,-1.7569,-0.7722,-4.2683, 2.0635
-3.8040,-4.3986, 3.5544,-2.3338, 1.5043, 2.7490, 3.2888,-2.8906, 3.2828,-3.1192
 3.5428,-3.8759, 4.4756, 3.2490, 1.6655, 0.9589,-0.0036,-1.0091, 3.2607,-0.6360
 0.5408, 1.4266,-4.9743, 3.9743,-2.9861, 1.6122,-0.1438, 1.5177,-0.6855, 2.6639
-1.5602,-1.7761, 2.6658,-3.7966, 0.4835,-3.4924,-3.0069,-1.2311, 1.0086,-3.6803
-1.5937,-0.8222,-1.7404,-1.2855,-1.8108, 1.5589, 1.0941, 3.9890, 1.6622, 1.0436
-3.4855,-4.2149,-1.2903,-1.4291,-0.2109, 2.8096,-0.3617,-0.1101,-2.5725, 1.8468
-3.4875,-0.4994,-4.9710,-0.2945,-0.3887, 3.3868,-3.0288, 1.4105,-4.0745, 1.2181
-0.6268,-1.1364,-2.4091,-4.2831, 1.4719, 0.8778,-1.4730, 2.4314, 1.0716,-0.3705
-2.3994,-3.7924,-3.6485,-2.0770,-4.2743, 4.2735, 0.5583, 0.2223,-3.6058,-3.7441
-1.1240, 1.5847, 1.1234, 0.8773,-4.6244, 0.9569, 3.7804,-0.4670,-1.0345, 1.4092
 0.3235, 2.5553,-3.3530,-4.7635,-1.7151, 2.4146,-0.9995,-2.8702,-2.5557,-4.0575
 3.1886,-3.6570, 3.9640,-0.7908, 0.2933, 4.6899,-2.9684, 4.1595,-4.4578, 0.4412
-0.9112,-0.5004,-0.2636,-1.2151,-2.7292, 2.3320, 4.3167, 0.4580,-1.4792, 4.8032
 2.9540, 0.8155,-4.4239,-1.7626, 2.9443,-2.8419,-4.9673, 0.0755,-3.1982, 2.2512
 1.0174,-4.1358,-2.8995, 1.1867, 4.0436, 2.4883,-2.4323, 4.1903, 1.7614, 2.9510
-4.5622,-4.8968, 2.7907, 0.5894,-4.4230, 3.6371,-3.8233,-1.8015, 0.3919,-3.0886
 2.4960,-2.5377,-0.0797,-0.6767,-2.0549, 1.4292, 2.4076, 3.2840, 1.7994, 4.5894
 1.8939, 0.1985, 1.0227, 1.8360,-4.5261, 2.9070,-0.5073,-0.9251,-1.8874, 4.6812
-1.3257, 4.6412,-1.8473,-4.9408, 4.2994,-2.4099, 2.8152, 1.4987, 2.6639,-0.6195
 3.5567,-3.0715, 1.3667, 3.8334,-2.9798, 2.1580, 0.4372,-1.1511,-4.6242, 0.0996
 4.4952,-3.4648,-1.1022,-2.6580, 4.5926, 4.5971, 3.9821, 1.6225, 1.8153, 3.3801
-3.9976, 3.0623,-3.1525,-2.4397, 1.7056,-1.7000, 3.6614, 0.1656,-1.7256,-1.0894
-2.0137,-1.0118, 2.9534,-0.9969, 2.5677,-2.0317, 0.5876,-2.1532, 0.4288,-0.9251
-2.0817, 1.7533,-3.3137, 0.6474,-0.5547, 3.2641,-3.3813,-2.5384,-3.8384, 0.1680
