 2.0408, 0.5334, 3.6153,-2.4524, 3.1931, 0.8247, 0.8224,-1.6980, 1.0681, 2.8346, 1.4734,-1.5224, 2.1836,-0.1218,-3.1453,-0.8774, 3.7367, 3.5421,-2.0544, 4.2376,-0.6704, 1.9566,-3.4904,-4.4011, 0.9473
 4.0258, 1.5244, 3.7054,-0.5672,-2.6455, 2.4108,-2.3244, 2.2502,-1.8079,-1.9018,-0.4079, 3.0145,-2.4425, 3.2635, 2.8538, 2.8372, 1.5058, 2.3952, 2.8056,-3.5753,-3.0287,-1.9549, 1.7736, 3.0495,-1.4035
-3.4643, 3.6700, 4.8636, 0.4298, 3.2729, 4.5375,-0.0237, 2.7189, 1.4258, 4.8157, 2.8396, 4.2266, 3.7628, 1.8269, 1.0738, 4.7649, 1.0959,-2.7727,-2.5965, 0.3498, 2.0332, 4.5390,-0.3823, 0.5127,-4.8125
-3.4262,-1.8070, 3.9865,-2.5303,-0.3528,-3.8545,-0.0794,-2.5319, 2.1642, 0.6854,-4.3950, 2.8632, 2.4173, 1.0977,-0.0021, 2.0165, 1.5253, 2.5735, 0.2929,-0.0159,-2.3974, 4.6168, 3.5916, 0.6649, 3.8958
 0.6816, 0.1121,-2.2141, 0.9591, 4.3303,-3.4148,-1.5804,-1.1267, 3.3794,-4.8429, 3.9257, 3.8147, 1.9184,-4.7524,-1.6685,-3.3309,-2.4467,-1.4278, 0.9578, 1.8204, 2.8536,-0.0628,-3.8971,-2.2387, 2.4409
 2.9714,-0.4242,-3.6295,-4.5360,-1.5572,-1.1304,-0.7518, 0.3516,-4.6068,-4.0520, 3.8759, 4.0910, 4.3795, 3.7193, 3.8763, 2.3460,-2.9747,-0.7352, 3.2654,-1.9969,-1.2444, 4.9894, 3.8915,-2.1908,-3.7130
 2.4252,-4.1171,-3.5956,-1.0570,-1.8439, 3.5858, 1.4102,-0.8417,-0.7857, 2.9000,-1.1460, 3.5030, 0.2500,-1.6628,-1.2659,-0.2529, 0.3464,-2.1084,-2.7575, 1.3780, 1.0360,-1.2432, 2.4157,-3.8209,-1.0662
-4.8978,-0.4960,-3.1011,-1.5471,-4.7284,-1.7083,-0.5616,-1.0887, 3.9011,-4.1481,-1.1282, 0.4546, 3.5845,-2.3544, 3.4806, 4.7673, 1.1314, 4.7058, 0.9111, 3.1794, 1.1057,-4.4949,-3.9953, 4.9562,-2.8190
-0.4512,-2.7889,-1.0105, 1.7747,-3.6179,-2.0451,-1.1416, 1.0490,-4.1911,-4.5709, 4.3179,-0.8419, 2.8318,-3.4713,-4.4347,-0.2118, 3.7694,-3.6699, 2.7486, 2.0634,-0.6887, 2.0943,-3.3733, 0.4552,-3.0705
 2.4933, 3.5012,-0.0290, 2.9721,-3.6654, 1.7500, 1.9079,-1.7935,-1.4751, 3.5761, 4.8760,-0.0148,-1.3353,-1.2286, 4.6536, 0.6201,-1.7376,-2.8279, 4.5579, 3.8595,-4.1560, 1.7662, 2.3581,-3.9797, 0.4946
 1.8437,-0.2035,-0.3640,-1.3813, 4.5752, 2.1693,-0.7958, 4.1443,-0.5658, 1.8566, 2.5354, 2.5101, 4.4348, 0.9610, 3.4180, 1.1213, 2.7852,-2.4159, 3.3006, 1.4124, 2.2540,-3.7656, 2.2531,-2.0793,-4.5674
 1.3272,-1.0209, 2.4563, 3.5772, 4.9242, 0.8691, 4.1874,-0.9958,-2.6719, 1.4949,-2.8593,-4.8952, 4.3171,-0.9825, 3.0681,-1.9217,-4.9852, 4.7956, 0.5509,-0.4745, 2.9561,-1.0948,-0.5632, 2.7799,-3.6599
-1.6096,-3.8135, 3.3538, 1.3309, 2.9649, 1.2022,-0.1612,-1.9856,-3.9664,-2.0149, 1.0611,-0.2035, 3.0938, 1.7903,-2.6485, 0.7539,-0.2685,-0.8018, 4.0269,-4.7245, 2.2903, 2.8058, 2.0733,-1.7724, 0.4599
-4.9199,-0.5613, 2.0427, 4.7100,-0.2579,-3.2953, 2.1777,-1.1481, 3.2649,-2.4116, 1.8213,-1.6988, 0.4393, 0.3569,-2.1349,-0.3181,-0.4387,-1.2797, 2.8789, 3.6927, 1.4766,-3.5257,-4.3372,-0.0308,-2.5569
 1.1070,-2.2806, 2.8683,-2.2826, 4.2988, 4.6964,-4.5480, 1.8229,-0.0989,-2.7385, 3.7239, 4.0611,-3.4035, 1.7117,-2.2672,-3.6967, 2.3202, 1.5180,-4.8539,-4.9332,-0.7902, 2.2972, 3.0678,-2.3072,-4.7151
