-3.7989,-5.2306,-8.3537,0.36024,3.8381,-2.2742,3.9225,-0.97383,-9.4358,8.5243,-4.9129,7.859,0.80728,-3.2452,-2.5865,-1.2116,-6.7161,2.6925,-3.1636,2.4066,-0.9481,0.84302,5.6859,-2.898,7.0025,7.5617,7.4879,-6.1962,5.1981,3.1931,9.5574,2.8727,5.0156,-4.8509,7.1632,-2.6904,4.1036,-8.3546,3.7876,-1.7431,9.7998,-2.3596,-8.0243,9.6653,-0.38831,-2.1646,6.927,-9.5444,-5.2952,-7.418,-7.7762,8.7243,-6.2348,-3.0313,-9.6864,-9.4145,-3.7759,-6.7899,-1.4492,-1.0163,-8.6723,-7.0868,3.1087,5.5752,-6.4123,-3.7664,-2.3537,-5.9498,-3.8636,1.0805,2.5833,5.0994,0.1124,-0.88294,1.139,3.398,2.1108,-9.9909,-3.6372,9.8535,2.124,0.33654,-6.7073,7.3462,0.20001,-5.0645,-7.4915,-5.9469,4.0353,3.1289,-2.644,-5.3917,4.0076,0.25437,-0.76569,2.1067,7.4586,-8.9784,-5.8148,-6.4787
-7.8214,1.5554,2.3999,3.8761,-2.106,-5.9287,-5.8908,-3.8464,-6.3167,4.9782,5.4657,8.653,9.4314,7.4556,-1.0042,-3.4491,6.2557,7.251,5.6842,-3.0667,0.63936,-8.5071,5.0473,-9.5234,0.18752,-0.82065,7.8359,-1.1026,5.3402,-0.85144,9.7005,2.7845,-2.5113,-5.3071,-0.41052,6.8027,9.8539,-2.7897,5.1509,6.7449,-5.7533,-6.6048,2.6443,1.8332,-6.9399,-2.1261,-1.7343,8.097,1.3518,-0.32584,9.451,2.9404,6.5232,-8.58,-1.9773,-3.9875,-6.3487,-0.29125,-2.6686,-1.9717,-0.11062,-3.2049,0.74447,1.0799,-7.3506,1.5005,9.4662,-6.2809,3.8593,-9.0407,-2.8511,-1.0302,7.709,8.4955,-4.1716,-9.1927,3.7515,-6.4979,6.3314,8.1634,3.0228,-7.3219,6.5701,3.8172,7.3939,3.6897,3.3027,-8.0199,5.6284,-5.8074,-2.3701,1.1931,0.78094,-8.1537,4.7698,-0.85149,-0.2649,-8.1543,-0.037066,-7.1628
9.3971,-1.8886,5.8498,-1.8799,-3.9086,5.9766,-3.7208,9.792,-1.7389,2.8196,-9.2218,-6.206,2.1356,-3.4678,-0.93602,3.4516,-8.5416,7.3013,9.1235,-0.28419,-8.7455,5.1707,6.1198,-3.7111,-8.8592,5.7712,8.6538,2.9553,-8.0535,-1.3905,5.719,-6.1106,6.0825,5.842,-6.4423,-7.4082,-1.0579,-3.7826,1.2141,-3.6806,9.6388,-1.8792,5.6696,3.9647,-1.1384,4.4444,9.7522,-6.4119,-7.5112,-4.9766,2.8152,-7.293,-8.8317,3.1625,-9.6357,-2.627,-2.6045,0.80636,3.0237,8.921,-1.1139,-3.9681,-3.414,2.4702,2.7025,8.0642,3.1059,-8.7556,-5.365,8.0133,7.3476,1.1403,-9.5456,-6.4158,-4.7814,-5.1218,-2.8361,4.133,5.333,-3.0502,-0.75536,-3.55,6.4577,7.4057,9.9627,2.7252,1.5868,6.7022,3.4903,-5.0003,3.9619,-5.9218,5.2698,9.0184,-6.9398,1.8104,-3.7682,3.7272,7.7263,-7.347
8.0035,-0.72368,-3.8253,1.1827,4.6912,2.5649,2.4454,4.4544,0.66388,-7.8314,3.0964,-6.1357,9.1952,-6.1186,6.7995,-1.7282,-3.2459,0.001634,-9.7716,2.0293,6.8608,2.8362,9.9552,4.7665,1.2287,0.60793,-4.7992,5.524,-1.0493,-9.7892,-8.1145,-8.3884,-5.9667,-5.5513,-3.0357,-4.7173,4.5774,8.7625,-8.2086,-9.6941,-8.1929,-4.6515,7.5439,-9.534,5.724,-5.4152,-9.5914,-6.7785,-1.2109,6.2301,-1.8526,3.1956,4.2172,-6.653,-1.5653,9.8886,4.47,-5.1558,8.7303,-8.4814,1.569,-1.3871,-0.15658,-3.2182,-1.7486,1.5065,0.62433,6.0579,2.0777,1.826,9.2408,2.3213,-8.7142,9.3171,-8.3526,0.44455,7.4041,-3.9433,-6.796,-1.6155,7.1912,7.7675,0.61005,9.2996,5.4994,-6.175,8.8672,-4.7219,6.3564,7.8358,6.3472,3.6264,-8.1551,4.6428,-5.5956,9.4923,-7.2681,8.9036,5.796,0.74016
6.7611,8.99,4.0022,-0.096004,-8.6777,6.0032,-0.42475,-5.1406,-2.2329,-1.7389,5.4423,1.5139,6.3999,2.3544,2.6786,5.5153,-6.2322,2.4636,7.3389,3.0699,-3.9969,-4.0483,-5.4946,4.0779,3.6843,-6.9161,0.71858,8.1485,-0.12815,1.7638,-9.8206,-8.4064,-6.6159,6.2068,6.1301,2.6483,-7.3168,1.2124,6.8957,-2.1637,-6.7526,-8.9423,-0.40402,-0.76041,2.3517,-4.8224,1.1783,8.4363,-6.8664,-4.2249,8.3485,-4.3212,-0.6468,-5.4319,-4.3334,2.8861,-5.7268,4.309,-5.9926,-0.88317,-3.4723,8.1306,-2.6701,-9.0893,-7.0938,-1.9959,-1.4424,1.1559,-2.7941,-3.9619,-3.4422,5.4818,3.3454,1.9377,-6.871,-1.6877,-4.9673,3.2953,-9.2888,-5.0102,4.7383,3.0195,-6.1854,8.8071,-8.5158,-0.1801,1.6829,0.70034,-4.7279,3.0713,-0.15616,-1.3062,5.4149,3.34,-6.0776,-0.98825,0.87268,8.7544,7.554,-3.7686
7.7433,-9.9149,6.7319,-9.3091,-8.3505,-2.1804,-9.7985,2.3879,-7.3323,5.1965,-4.6056,-6.1957,5.3944,3.8795,5.8073,-5.4724,-6.7039,4.6193,8.2405,-8.74,2.8949,-8.8177,-7.8223,6.6175,-9.0224,7.0469,-8.5976,2.5576,-3.0826,9.0361,-3.1378,-1.2073,-1.5512,4.1927,-1.9547,-9.4265,0.35323,-6.6171,7.667,2.5353,-4.2301,-2.7016,1.0698,1.0344,-7.3616,-4.9886,9.8911,0.15494,-8.4173,-3.6574,-9.0212,3.6097,-3.5957,2.337,-8.128,-0.53178,-5.1484,1.7041,5.4746,3.9301,-3.5365,-0.80766,-8.1535,1.9322,-2.0359,-2.7588,-8.5479,9.1906,-6.2265,-1.4596,-7.0257,2.849,-0.87331,6.9449,-4.1105,-8.1599,3.517,-7.7886,-7.813,-8.9143,2.0418,-7.389,-9.7826,-2.7947,1.9947,-5.7232,7.2268,2.6746,-4.4357,3.5482,-2.5304,1.0302,1.9477,3.835,-5.5707,-2.9666,2.3779,-1.3678,7.5783,6.0036
-7.0278,0.60117,-2.0367,-5.3291,0.86238,-4.2739,-9.5692,-2.876,3.6629,9.369,-2.5174,1.1312,-6.025,-3.7542,-0.85333,-5.6133,-7.0538,-5.9999,-6.7159,-1.6625,-5.8197,9.8523,5.4848,2.4197,-2.3994,2.7945,-4.8043,-0.42901,0.35792,8.999,-8.269,-1.9921,-5.9656,-7.7892,-2.2082,3.8705,6.4859,3.1164,-8.6904,-7.201,0.4592,-8.1838,8.5621,-3.9412,9.8086,1.1651,-4.6713,2.332,9.4756,7.3281,9.2112,2.87,8.8514,6.0677,6.181,-3.8475,7.2819,7.7851,9.9932,-7.6899,9.7624,2.0582,0.78826,-8.7181,4.3145,-5.494,-1.4429,-2.6523,-0.56651,-8.7171,-3.2411,-3.1789,0.80197,-6.5377,-7.2033,6.7028,-2.9745,-9.4933,-3.9105,-0.2441,-1.2947,8.6701,9.6067,0.42195,8.9854,1.1118,-3.4265,4.3491,1.8949,-3.1366,-2.9029,2.9832,2.5407,-9.9637,1.3071,9.1659,9.4369,-0.099507,7.474,1.3297
9.0411,4.5689,-5.6831,3.9555,2.5993,-2.7623,-4.7,4.2521,-5.218,-6.0172,-0.12355,-5.4333,4.6396,-7.9727,-0.14398,5.9163,4.6336,-0.98477,-8.9749,7.1498,5.864,-8.8633,3.097,-4.7008,-1.6971,8.8195,2.3777,-8.6986,3.9432,3.5152,6.1098,-8.3398,4.8168,-1.8302,-3.3347,-0.19777,-6.8066,9.2502,-1.001,1.1577,-3.9612,5.8941,-3.6503,5.0285,-5.7202,0.26432,4.5221,8.4261,6.9155,-3.4851,8.1656,-0.80429,9.3417,5.8911,-0.84683,-1.7326,-6.9546,-9.5365,-6.9583,-6.488,-2.0596,3.3486,-8.4221,-5.3831,0.33167,6.7438,9.464,-1.5545,-9.9841,-6.3675,-5.8161,-0.37711,-6.7862,-7.9198,6.8961,4.2138,-5.7069,-5.382,-2.7073,8.9123,0.38602,7.4715,1.982,6.587,-3.9115,-9.4536,-9.8333,-3.7876,-5.4092,0.56498,-7.524,-1.9852,-4.4556,4.5686,-1.7963,2.2229,-1.8815,-2.4403,-0.1971,1.1513
-6.9519,5.9411,-5.6141,4.717,6.3804,-5.1995,5.6324,-8.9264,8.1427,-7.9549,-4.8688,3.7074,-9.9626,9.7334,7.8115,-1.7646,6.4384,-6.5769,5.1987,2.1634,-6.2245,7.389,8.6464,-1.069,-9.5733,9.7227,0.25315,6.2556,-1.4849,5.3724,-7.2102,3.3331,-5.0299,6.1966,3.9949,5.8192,2.8072,7.3781,-3.8406,2.677,-3.8126,6.5064,2.658,-4.9226,-6.9524,4.5279,-9.1815,5.2867,-9.4553,-2.572,2.6962,6.5748,2.1246,-0.69322,-0.74114,-9.9574,-0.76081,9.2146,9.6322,-0.099457,7.4681,-4.5051,7.9144,1.3539,-5.795,8.3364,9.1026,9.5425,-1.0349,-8.4283,-4.5198,-1.9337,-2.5647,8.2191,8.7372,-6.9917,0.60182,5.469,0.39399,-5.5495,4.145,9.8648,6.3919,7.8342,-9.5966,9.0663,8.877,-7.9517,8.2768,3.1904,-0.41314,6.7078,7.7917,-0.42795,0.13602,6.4757,9.566,8.1985,1.3105,-5.3977
9.71,0.7996,8.035,-0.04517,-3.6301,7.3273,-2.7798,4.5263,4.5155,5.8435,-6.6611,-4.6783,9.8639,2.1571,7.8257,0.014058,-1.8032,-6.3512,-1.7979,-9.8492,0.40917,-6.2921,-9.9712,4.7654,-4.8659,-1.8754,-6.1159,6.2881,-0.7863,-4.3326,-8.169,0.47227,0.67257,7.7223,4.9262,9.1331,-9.9264,7.8441,7.8133,1.1098,9.9071,-6.7843,3.8276,2.7885,-6.548,3.8268,-3.9662,-9.3683,6.8546,-9.4535,1.5293,4.2655,-5.7526,1.099,0.74206,4.2596,-7.4298,7.9247,-8.187,1.8272,-6.8758,2.7179,9.9888,-3.0576,-6.1561,8.4146,3.5213,7.1751,4.0967,-2.7446,4.1755,-2.2828,-1.9609,-6.6786,-4.0806,-2.7616,-2.5555,-4.8742,6.3199,5.6346,3.8316,-2.2619,-0.39135,-2.6152,3.7679,2.6177,1.0003,-5.5802,-6.3568,4.9183,-6.091,3.6573,0.29416,-1.462,-1.7319,7.6193,6.3972,-8.1547,-5.6315,1.3504
