-0.6993,-2.9236,-3.0948, 3.7364,-4.2451, 0.4204,-3.9801, 4.9219,-4.8987,-0.3360, 1.8757, 3.4505, 1.7181, 1.3404, 0.6718, 4.2472, 1.9244, 2.0094, 1.2210, 0.3207,-2.0432,-2.0574,-0.2063,-4.5619,-2.9234, 4.1119, 3.7261, 2.9466,-3.8571,-0.8977, 1.7048,-1.0024, 0.0298,-2.1411, 4.8237,-0.3176,-1.4676, 1.5756, 2.7486,-4.0522,-1.6658, 2.2491, 3.0872,-1.8391, 4.6289, 0.1873, 0.8054,-3.7540,-4.3352, 3.8423, 1.2596, 4.8982, 2.3538, 1.1980, 0.6364,-4.4329,-4.6820, 0.1250, 0.6005,-3.8226,-1.7599, 4.0895,-2.1423, 2.1076, 2.8701,-4.8218,-0.7859,-3.2770,-4.0032, 3.4386,-4.8476,-2.6566,-0.0161,-4.2819, 4.9039, 2.7741, 2.4123,-3.5574, 4.8076, 1.5501,-0.3362,-1.0218,-1.6323, 4.6437,-2.4795, 0.2727,-2.2734, 2.1311,-2.5174,-3.2163
 3.1697, 4.4491, 0.1048, 3.0119,-0.4118, 3.2099, 1.8622, 3.3479, 2.0398,-4.4668,-2.6008,-0.3236, 3.9377, 2.9465, 1.7593, 1.2111,-4.5534, 2.9526, 2.9111, 4.9206,-0.4377,-0.3365, 0.9090, 2.2757,-0.0752, 4.9249,-4.3656, 3.3150,-2.5745, 2.8326, 2.4127, 0.1027, 1.6845,-2.0447, 2.1437,-2.3495,-0.1880, 0.9322,-1.9780, 1.6663, 3.2862,-2.4652,-2.8888, 3.2542,-1.2074, 2.1236, 0.6460,-3.3116, 0.2086,-3.2445, 1.2344,-2.1568,-3.5676, 4.7418, 0.7851, 3.1880, 4.1941, 4.8600, 2.1706,-1.5826, 2.4780,-2.6650,-3.0143, 4.9084,-0.8872, 0.8563, 1.3612,-4.2311, 4.2787,-1.2402,-2.9290, 1.5535, 1.1519, 2.7961,-0.4712, 2.6565,-4.2072, 3.2415, 2.8790,-1.5456,-0.2383,-4.6815, 4.5138,-2.3045, 3.5357,-3.0993, 3.3482,-2.3009, 3.4966,-2.2996
-3.1190,-0.2505, 1.0454,-3.6391,-3.4773, 0.3188, 1.8432, 2.7125,-1.9578, 4.4450, 0.2347, 1.6814,-4.3493, 2.2955,-2.0311, 4.6208,-4.7659, 3.5088,-0.5797, 1.9111,-1.3731, 4.0557, 2.8922,-0.1540,-0.2876, 2.4777, 2.6283,-0.8518,-1.7641, 3.2733, 2.5672, 2.4962, 2.4672, 0.4741,-1.6236, 2.5056,-4.5535, 0.5379, 1.9848,-2.8481,-3.4806,-1.3446, 1.2935,-4.9502,-3.8649,-0.8076, 3.7432,-3.0280,-4.0267, 2.2351, 0.7083, 2.8594,-1.6207,-2.3821, 3.9580,-1.2690, 3.5518,-2.0735, 0.1960,-2.1299, 2.9150, 4.6735, 3.3496, 2.6518, 2.5295,-2.1918, 3.5811, 4.3236, 2.1187, 3.1332,-1.3655, 1.8079,-1.6393,-3.8355,-0.7940,-3.4835, 3.9857,-3.8655, 2.5901, 1.0487,-4.6815,-4.5561, 2.4283,-4.6105,-4.3391,-3.6886, 2.1589,-3.7878, 0.2593, 0.3112
-1.9795,-3.7102,-1.3627,-1.2231,-2.8368,-0.1213,-0.8521,-0.3593,-0.4524, 1.9285,-2.5474, 2.2884,-0.5459, 3.2368,-2.3720, 1.9395,-1.9766,-0.4127, 3.9389,-3.2354,-2.8625, 3.2929,-3.2596,-1.7759,-0.6166,-4.4073, 0.9667,-4.1196, 0.8784,-4.1893,-3.5302,-4.8957, 4.2467, 2.0171, 3.0294,-2.4189,-4.1783, 2.8477, 4.1328, 0.9211, 2.4953, 2.7877, 0.6167,-1.4471,-4.1007,-2.7261, 2.8922, 0.0557, 0.1964, 0.0340, 3.6938,-3.3441, 0.5360, 1.5988, 4.7851, 3.5194, 2.7264,-3.2209,-0.3909,-3.9207, 2.7014, 2.3294,-0.3295,-1.6131, 4.5669,-3.0748, 1.3804,-0.5628,-4.2678,-0.9858, 3.9815, 0.8763,-0.5633, 0.4098,-0.0389,-4.2693, 4.5001,-2.2656,-3.5497,-1.2158, 2.6152,-2.2041,-0.0774,-3.9363, 3.9768, 3.4492, 4.9071, 2.2357, 2.7324,-0.3573
-4.1878,-4.2364, 4.8859,-0.9803, 4.9735, 3.0442, 3.9187, 0.3512, 1.7178,-1.2851,-1.0707, 0.8045,-0.7720, 2.8678,-3.5353, 2.1790,-2.1482,-0.8681, 1.6079,-0.2893, 2.9656, 4.9694, 2.1710, 3.6378,-1.3778,-1.8792, 2.7655, 4.5671,-4.7966,-2.1426, 0.7177,-4.4799, 2.6894,-1.2851,-2.3499, 4.3442, 4.1114, 1.9435,-3.6843, 1.6693,-2.2866,-0.1493,-1.7190, 3.5336,-2.9871,-2.5915, 3.6325,-1.7858,-3.1268, 3.3376, 1.0098, 4.9159, 2.1976, 3.9049, 0.1387,-4.9249, 3.6287,-2.5444, 0.3977,-0.0406,-1.0151, 0.2108, 2.7766, 1.1307, 3.7914, 0.5754, 2.4963, 3.3408, 0.3186, 3.1349,-1.5936,-2.9717,-1.9875,-4.8066,-4.8465,-0.4153, 4.4757,-4.6971, 3.3844, 1.5547,-3.7542, 4.9437, 4.0069,-3.8609,-2.5271, 2.7422, 3.1686,-1.8989, 2.7248,-3.4526
-4.6699,-2.4349,-4.7948,-2.3604,-3.6292,-3.5273, 4.1770,-1.4060,-0.4452,-4.2322, 3.8019, 1.6978,-0.3946, 0.7834, 0.2273, 2.6937, 0.9366,-1.8065, 1.2452, 0.1290,-3.0613,-4.7359,-0.9042,-0.1136, 1.6084, 4.5535,-0.9868, 1.3091,-1.7199, 0.8591, 3.0553,-2.3243,-3.6697,-4.2572,-4.4101,-3.2405,-1.9429, 1.9224, 4.4441,-1.3158,-1.2504,-3.2376,-2.3966, 2.1540,-0.3651,-2.0919, 4.8408, 0.3596, 4.9471, 1.7795,-4.8257,-3.7780,-2.4608, 4.4333, 2.5198,-1.8650, 4.4955, 4.1601,-0.0945,-4.2870, 3.7963, 1.3165,-4.4496, 4.3727,-2.8071,-1.6523, 2.9359,-4.7916,-1.1673,-4.8936, 3.2303,-1.3332,-3.6567, 4.4381, 0.0327,-2.2995,-1.8767,-4.5368, 1.9172,-2.0189, 3.7181, 0.3983, 2.0236, 2.5702, 1.1311,-2.9420, 2.1561,-2.5380, 3.6680,-4.2262
 4.4843,-0.4749, 4.2942,-2.7118, 0.3287, 2.7575,-3.0327,-0.7597, 4.8190, 1.7642, 0.7593,-0.6623, 4.5033, 2.1742,-0.5261, 3.2043, 2.9176, 4.4947, 4.2660,-4.7152, 3.0452, 3.8452,-0.8455,-2.6630, 2.5214,-1.2616,-3.1332, 0.5066,-4.2962, 4.3115, 4.5547, 4.1160, 0.1657, 0.5003,-2.8570,-4.0028, 0.1071,-1.2310,-3.0605, 4.8303,-1.8519,-1.1366,-4.1750, 1.8864,-0.3564, 1.7527, 4.2425,-0.2330, 1.5578, 1.4622, 1.3229, 2.9239,-1.8112,-1.6495,-2.4675,-2.7997,-3.1122, 1.5969, 3.5044, 0.3119, 2.7748,-4.4439, 3.0363, 0.4878, 1.4902,-3.0475, 3.5566,-4.6593, 2.4177, 2.5073, 2.7911, 1.6396,-2.0284, 4.7812,-0.9932,-1.0415, 0.6036, 0.4831, 4.3730, 3.6429,-1.2015,-3.1720,-4.1108,-3.0692, 4.4224, 2.3780, 3.0409, 2.8389,-0.5286, 0.1704
 4.0429, 3.2730,-3.7346, 3.5078, 1.8754, 3.9922, 4.3092,-2.2589, 4.8790, 1.1214, 0.6892, 4.0403, 3.0708,-1.0368,-2.7458, 0.5807, 3.7663,-1.9819,-4.7272, 0.0975,-0.6033,-4.3003,-4.7179,-2.0726, 4.6230, 0.4941, 0.6506,-2.1115, 4.6379,-3.1740, 3.5437,-4.2369,-1.3375,-0.3137, 2.2141,-1.1557, 0.1431,-4.9358,-2.6014, 3.0932, 4.2000,-1.1574, 3.9461,-0.9648, 1.4807, 4.0560, 1.7505,-2.9478, 4.0443,-2.6874,-2.3246, 1.1247, 3.4866, 4.2451, 3.1088, 0.4162, 1.8654, 0.2383, 4.3650,-0.7649, 3.7923, 1.7200,-4.7517, 0.9126, 0.6124,-4.6832,-4.8271, 3.9502, 4.2418, 3.2838, 4.8592, 4.8807,-3.4992,-3.2727, 0.6636, 4.7773, 0.7826,-3.8342,-0.6166, 4.5624, 2.7179, 3.4126,-3.7296, 1.1000, 4.8807, 4.0103, 1.8737,-2.9312, 4.7119,-4.6135
 3.7562, 0.0526,-2.7596, 0.1776, 4.4960, 4.7508,-1.1691, 0.7787,-3.2551,-3.3276, 1.6750, 3.9667,-4.8897,-1.8953, 3.5715,-2.0623, 1.8793,-3.9006, 0.5985, 2.5354, 0.6098,-1.0038, 4.0034,-4.1014,-4.0729,-0.8939,-3.5501,-3.9813, 1.9048,-3.2559,-2.1992,-3.6346,-1.3699,-2.6967, 2.0077, 3.7605,-0.2852,-0.7828,-4.7283, 0.6710, 1.1232,-0.4575,-2.1728,-0.1753, 3.0869, 4.4593, 2.7919,-2.8399,-3.0734,-2.3712,-3.7835, 1.4181, 1.0802,-0.3261,-0.5896,-3.5852,-3.3073, 0.5599,-4.2637,-0.2763,-3.4752,-2.3251, 2.4876, 1.4008, 1.4471,-4.1728,-1.4037, 1.8459,-0.9650, 0.2844,-0.8170, 2.2981,-4.7586, 4.5608,-4.4973,-4.8589,-4.8214,-1.3612,-0.1545,-3.4875, 0.4054,-4.6852,-3.7875, 0.1966,-0.9002, 2.2204,-2.7453,-3.8631,-1.3680, 2.9924
 1.0426, 4.3698, 2.4722, 2.5658,-2.2592,-4.2613, 1.7111, 2.8059, 4.2156,-2.0673, 2.5842,-2.2785, 4.8935,-0.7058, 1.6393,-0.9133, 0.2836, 4.8009,-3.2320,-3.0556, 3.9975, 0.2639, 1.4245,-3.2259,-4.0181,-2.2947,-1.1485, 0.6067,-3.1613, 4.3554, 4.5648, 3.2968,-3.9357, 3.9047, 0.8760, 2.7632,-4.6662, 2.3059,-3.7648, 1.7906, 1.5561, 2.2564, 2.9615, 2.1501, 1.7054, 2.2226, 0.1996,-2.0673,-0.7180, 3.8205,-3.2711, 2.3430, 4.8851, 2.0124,-4.4520,-2.1324, 3.5090, 2.7699, 0.8207,-1.2810,-4.6968, 3.9777,-3.5485,-2.1536, 3.1841, 1.9950, 1.8214,-2.8016,-2.6410, 3.6266, 0.7911,-2.6994,-3.4063,-3.4938,-1.7622,-4.2089, 0.3398,-0.2412,-4.6288,-3.2051,-1.7098,-0.8725, 1.3401, 0.4977, 0.4213, 2.0386, 2.2265, 3.8485,-1.6781, 0.0322
