-2.9639, 2.9269,-3.6151, 4.4700, 4.1579, 2.5955, 2.1755,-3.0276, 1.8299,-2.5498, 2.4212,-0.5888, 0.1248,-2.9402, 4.6732, 4.6989, 0.8334,-4.0283, 2.3402,-3.4188, 0.3717,-2.9439,-4.8461, 0.1279,-4.0785, 4.5529,-2.1434,-4.7483, 1.5323,-3.2979,-1.3296, 1.6663,-4.0150,-2.8097,-0.7529,-3.4982,-3.5919,-2.7711,-3.4398, 2.9615, 0.4897, 3.9585, 3.3572,-4.6459, 0.2869,-1.6739, 3.6037,-4.0164, 1.1130, 3.8447, 1.0537,-1.7758,-0.3334,-3.8230, 3.0024, 1.4283,-3.3183, 4.0498,-1.6937,-2.2406,-0.8155,-1.2324, 2.7912, 2.5647, 3.7625, 1.8987, 0.0078,-0.2686,-0.5194, 3.3287,-4.3991, 0.6145,-3.3749,-3.4149, 2.9591
-2.8603, 4.6585,-3.1495,-0.5866, 2.5006, 2.2899, 3.0546,-4.8890,-1.6932,-1.5700, 3.3901,-3.3392, 3.8675, 0.7884,-4.1194,-3.4706,-0.7181,-2.1387, 1.5829,-1.3028, 2.4129, 1.7041, 1.4900,-4.9332,-2.1519,-1.0006,-3.7191,-1.7861, 0.8763, 0.1562, 1.5099, 3.1436,-1.8401,-4.6190, 4.9066,-3.9130, 0.9865, 4.6606, 1.2088,-0.0297, 0.8745,-1.3549,-0.1300, 4.4775,-2.4492, 2.0416, 3.4715,-2.8766,-2.2918,-2.2321,-0.8167, 1.6861,-4.1778, 2.6376, 4.8260,-2.7883, 2.1353, 4.7988, 0.1403,-2.3081, 1.2481, 4.9661,-2.2058, 0.8251,-3.0895,-1.8005,-1.8998, 3.8851,-4.6807,-4.9715, 0.8604, 4.0277,-1.3197,-1.1836,-1.7932
 2.7366, 2.9292, 1.8469, 1.6622, 2.7447,-1.6676,-3.4859, 3.4981, 0.1436, 4.2153,-1.1562,-1.8833,-2.8230,-0.8227,-4.7693,-4.4412,-4.5813,-3.3189, 0.5650, 0.0077, 1.2583, 2.9955,-0.9182,-0.6076, 2.1341, 4.2999,-2.0049,-2.3487,-1.2844, 4.0450,-3.4004, 3.3996,-0.8638, 2.6513, 2.0369,-4.7008,-2.4067, 2.6656,-0.8394,-4.4235, 0.7492, 0.7284, 4.5392, 1.9534,-3.5938,-3.3702, 3.8592, 0.5221, 0.0254, 1.1325, 3.7937, 2.7132,-3.1263,-2.2447,-3.1974,-2.3145,-2.0593,-4.5953,-1.9463, 2.0757, 1.9925,-1.1882, 4.0689,-0.7485, 0.0867,-2.4082, 3.9836,-0.0525,-3.7276, 1.4959, 4.6017,-1.3702, 4.8073, 4.8002, 4.8667
 1.1632,-4.4413,-3.3841, 0.1284, 2.9301, 0.4079,-0.3529,-4.3438, 0.6060, 0.3915,-2.3953,-2.2294, 3.2814, 1.5275,-0.3892,-4.1341, 3.2769,-2.1372, 2.2450,-3.7716, 1.6788,-2.6084,-1.9121, 1.9607,-2.0064, 1.6612, 2.2152, 2.1243,-0.3803,-4.8168,-2.8270, 3.5665, 2.1721,-3.0244,-3.0555, 3.1149,-2.9165,-2.2148, 0.2270, 1.6653, 2.4721, 2.0119, 0.4717, 3.2997,-2.3955,-4.4565,-4.8372,-4.1160, 1.4711,-0.3149, 0.5940, 2.6624,-3.9964, 4.4475,-1.4120,-3.6707,-1.6957, 2.8529, 1.2870,-2.7918,-4.7916, 1.3925,-0.2581, 2.2220, 3.3897, 1.7575, 1.3093,-4.7612, 3.9924, 3.5405,-3.0443,-4.8419, 3.5623,-2.4486,-2.3048
-4.1972, 4.9554, 4.9844, 1.4839,-1.8168,-4.3201, 1.4298, 2.9094,-2.0749, 3.5196, 1.3817,-1.4105, 1.8376,-3.4156,-2.5142, 4.0715, 1.4071,-2.7089, 2.7981, 3.1011, 0.4159, 1.0451,-0.7937, 2.3858, 0.0560,-0.4504,-4.9680,-0.5371,-1.1959,-2.6946,-3.4811, 0.8986, 4.1412, 4.5538,-2.0188,-2.3490, 3.3821,-1.1424,-0.0790,-4.8513,-0.0728, 3.3663,-4.5019,-0.7914, 3.5716,-4.6984, 1.3355, 2.7865,-0.5631, 1.2154,-3.2355,-1.3921,-2.3667,-2.4217, 4.3646,-0.0308,-1.8522,-1.9841, 0.3740,-0.6243, 4.1115, 1.7090,-1.0470, 4.6101,-0.8886, 3.7013, 1.0187, 3.0346,-3.3269, 3.3414, 2.0056,-3.6688,-1.0607,-3.3377,-4.3598
-4.5981, 2.0666, 3.0418, 3.2550,-4.1902,-2.8378,-3.7448,-1.6699,-4.2336,-4.9861, 3.0054,-4.9287, 2.5832, 1.4906, 4.8463, 3.3364, 2.4576, 3.5250,-4.6525, 2.0751, 2.6194, 4.0856, 1.8726,-2.2384, 3.4610,-0.1313, 2.5133,-1.9118, 1.8899, 3.4216,-0.4415,-4.3429, 0.4200, 3.7921, 0.5460,-3.5005,-4.9126,-2.6409,-2.6880, 1.3485,-3.9374, 0.2996, 3.1211,-3.4804, 0.9746, 1.8741,-3.0233, 4.2933,-3.2320,-1.2828,-1.0136,-4.1115, 3.2996, 2.9927,-2.9192, 3.7328, 0.3996,-2.1716,-0.4334, 1.6269, 3.3992, 1.2240,-4.4189,-3.1189, 1.7506, 3.1373,-1.1174, 1.9490,-0.2945,-0.6209,-2.1615,-4.7689, 1.1611,-3.7544,-1.3120
 4.9944,-3.7904,-3.1805,-2.3691,-1.8375,-4.0395, 3.8987, 2.1089,-3.5267,-2.8558, 1.1945,-3.4938, 3.5932, 4.7311,-3.6378,-4.6992,-0.4230,-1.8350,-3.3384,-4.7670, 1.3143,-1.2291,-1.8434,-2.4213, 4.0535,-2.7013, 0.2946, 3.0884,-3.0478,-3.6557, 0.8070,-4.0589,-3.8506, 2.3462, 4.4574,-0.9423,-1.2969, 1.2473, 2.2787, 3.1013, 0.8821, 3.9636,-1.3921,-0.7383,-4.4508,-3.4264, 1.4368, 3.7021, 3.1298, 3.2446,-1.2877, 3.3466, 1.0360, 0.9886,-3.3869, 2.1666,-1.3086, 0.8020,-2.9869, 1.8911,-3.1678,-0.2134, 3.0393, 2.9808,-0.5831,-0.9076, 0.6991, 1.2149,-4.9005,-3.5616,-1.8482, 2.8604,-2.2113, 2.8784,-1.9058
 2.8812, 3.3084, 3.4997, 3.0786,-1.3301, 3.7375,-3.7065,-0.1653,-3.6756, 1.1811, 2.8366,-0.5723, 0.2051,-3.9105, 4.8473, 4.7894,-3.4826,-0.7440, 1.7812, 3.2324,-0.0271,-4.9415, 2.2087,-2.7597,-0.5711,-2.4267, 0.0083, 3.7461, 3.8472,-4.2507,-2.7340, 2.2747,-0.0894,-2.5565, 4.9702,-2.1609, 0.7822,-1.5790, 2.5850, 1.7811,-2.6545,-4.0147, 1.1355,-4.9040, 0.3875,-3.9478,-1.4669, 2.1313, 4.6784,-0.7208, 4.9379, 4.2574,-0.3871,-3.6703, 3.5468, 4.4332, 4.4165,-2.9286,-2.7351, 2.3260,-1.7484,-0.6268,-4.2761, 4.2170,-3.8731,-1.0436, 0.2879, 1.7011,-0.2998, 2.9823, 1.8782,-0.4895, 1.0232,-3.6169, 2.1835
 0.0730, 0.3349,-4.4026,-4.7978,-3.5922, 0.1366,-4.7538, 1.9755, 3.4672,-4.6562, 3.8209, 0.8353,-0.4671,-0.3506,-2.9547, 4.9753,-0.8085, 4.0823,-0.1198, 2.5418,-0.0278, 4.0187,-1.5983, 2.8278, 1.9942,-3.1607,-3.2742, 0.1680,-0.0382,-4.3497, 2.9012, 0.9055, 4.9637,-1.1563, 3.6158,-1.3846, 2.4512,-2.1857, 0.9470,-1.7293,-3.9299, 3.1293, 2.2921,-2.1699,-0.6647, 2.0769, 3.3411, 4.4798, 1.3580, 4.4379,-4.0737, 2.4013,-1.6558,-3.8508,-3.5974,-1.8211, 1.0470, 1.8955, 4.5830, 4.3915,-4.1365,-2.5199,-0.2699,-2.7410, 4.9880,-0.3549,-4.6967, 0.8425,-2.3383,-0.3791,-4.5431, 0.5629,-4.9057, 2.8210, 1.4846
-4.4800, 4.9042,-4.7639,-4.9326,-0.8736, 2.1555,-0.9375,-0.3612,-0.0563,-1.9255, 4.4080,-4.8957,-1.9967,-3.8077,-2.6031, 4.6856, 3.1612, 3.9987, 3.0300,-1.0878,-1.9357,-1.1610, 4.0008,-2.1854, 0.2230, 3.3918, 0.2766, 0.7282,-4.0075,-0.2741,-4.3707, 2.6718,-3.1706,-3.3905,-4.1154,-1.6174, 3.6201, 2.3322, 0.5109,-4.0291,-3.1994,-4.7390, 4.1127,-2.4216,-1.6425, 1.9274,-1.3072,-4.3556, 2.1314, 1.6745, 4.6427,-1.4781,-1.0755, 3.2508,-2.3048, 0.5429, 4.9721,-1.2909,-4.4396,-3.6945,-2.9562,-1.0190, 3.4350, 4.3275, 3.6151, 3.0898, 4.7006,-1.7790, 2.8125, 0.8009, 2.2611, 1.6611,-2.2505, 0.0524,-0.2096
