-2.4937,-3.0560,-1.4331, 0.8923, 1.3921,-0.6194, 0.7078, 4.0792, 2.6452,-3.9246, 0.0514,-4.8742, 1.0627, 4.5810, 1.0982,-0.6653, 3.5419, 1.0988, 4.1541,-3.8368, 1.2011, 0.9584, 0.0761,-1.8763, 1.4352,-3.4179, 2.6002,-0.3257, 4.5179,-4.1424,-1.9411, 2.7988, 4.5633, 0.3508, 4.0885,-4.8319,-1.2430, 0.2293, 0.8380, 2.8161
-2.8950,-2.3013, 2.9299,-0.1737,-1.5600,-1.7089,-0.5843,-1.1210, 4.4441,-3.2313, 0.4804,-4.4597, 3.1774,-1.9154, 1.8951,-1.3826, 2.6521,-0.5743, 2.5979, 3.3831, 4.0310,-1.1700,-2.2908,-1.9186, 0.1357,-1.0899,-0.5437, 0.3389,-2.1962, 4.5091,-0.4197,-4.3892, 0.2371, 4.5966, 3.3879, 2.7284,-0.6809, 1.4887,-3.8620,-0.2688
 0.8272, 0.9684, 0.4424, 2.1297, 4.5855, 1.2137, 4.2572,-0.1097, 1.6045, 2.0821, 4.1435,-4.9756,-4.2648,-2.1195, 0.2408,-4.0872,-4.9422, 0.0678,-4.3669, 3.0002, 1.9241,-1.1027, 0.5490, 4.0051, 2.8479,-4.2461,-4.4657,-0.2499,-3.2224, 4.3892, 4.8869, 0.8311, 1.1337, 1.2308, 3.0062,-3.3427,-0.2580,-1.8600,-0.3113, 2.3252
-3.1570, 4.5178, 2.9153,-1.9742, 1.6885, 4.6998,-2.3904, 1.8957,-2.1452,-2.7855, 4.5739,-4.2407,-2.9625,-3.3843,-3.6817, 0.9218, 3.2753, 1.7297, 3.9404, 4.9094, 2.8247, 0.1689,-2.3541,-3.0269, 3.1675, 0.7863,-2.4263,-2.6242,-0.6163,-0.8207,-3.8056, 0.8144, 2.6943,-2.8501, 1.7920, 2.5660, 0.4998,-1.1483,-4.4591, 0.7216
-0.6737, 1.3988, 3.0051,-4.0543,-0.1399,-3.5520, 4.6792, 1.0503,-4.6373,-4.5009, 3.9857,-3.5641,-2.3777, 0.3680, 3.2901,-1.9717,-1.1605,-4.8650,-3.9542, 3.5686, 1.4763, 0.4970,-0.9195,-2.9900,-0.7443, 3.7834,-4.8960,-1.3630,-4.7661,-2.4195, 4.9997, 1.8509,-0.4396, 2.0524, 3.5277,-4.8075, 2.6999, 2.9580,-0.8115,-3.8615
 3.8757, 1.0769, 1.9479, 2.1459,-3.3956, 1.5634,-2.6090, 3.8774,-1.4584,-0.9370, 0.7387, 4.6983,-0.6605, 3.4629, 3.8928, 1.6966,-4.0579, 4.0129,-2.6431,-2.4974,-0.4567,-3.7665,-3.9653,-4.0753,-3.2517, 0.5156, 1.4600,-4.6718,-3.2662, 3.0921, 3.0647,-3.3360, 0.1358,-3.2897,-3.0300, 3.6742, 2.5755,-3.6589, 0.4066,-1.2752
-3.5915,-2.1860, 4.7241,-3.3024,-0.3270,-0.0420,-2.0899, 3.1291,-0.8853,-2.5396,-2.5906, 0.5035,-4.3802, 3.3932, 2.2065,-4.2312, 2.6334, 0.8851,-1.9393,-2.4447, 0.9440,-1.7353, 1.7866, 1.2281,-3.0290, 0.7594,-0.5832, 3.7181, 1.8858, 4.4113, 4.3682, 3.0885,-1.5231,-2.0889, 3.6383,-1.2290, 2.7110, 3.0722,-3.8519, 2.1539
-0.3604, 4.9613, 2.0215,-0.7210, 0.6779,-1.1130,-2.3610,-2.0564,-1.0863, 1.3158,-3.8216,-1.5016, 2.7983,-3.4004, 1.6167,-0.7399, 0.2217, 3.8864, 4.0290, 4.2384,-3.5885, 0.8902,-3.3681,-1.8426,-2.8578,-3.9212,-0.1345,-3.9506,-1.3660,-2.9063,-2.2427,-4.7704,-0.2423,-4.7561,-1.6282, 1.7647,-2.1507,-3.0733, 2.8761, 2.4974
-1.2621,-1.6604, 0.4581, 3.4984, 3.7575,-2.9997,-1.4815, 0.6004,-4.3157,-2.7730,-3.5606,-4.5759, 4.5626,-4.4269, 2.4609, 4.6752,-3.7815, 1.5848,-4.6942,-0.2283,-1.0117,-3.0771, 0.7529,-1.8869, 4.2668,-1.0592, 1.6920,-3.9390,-4.7793, 3.1186,-3.8606,-1.8178, 1.4283, 0.9308, 4.0495, 4.0284, 3.8324,-0.1636,-4.7480, 2.4750
 2.8708,-0.9398,-2.7195,-0.9872, 4.0491, 3.9032,-3.9557,-3.9642, 4.8468, 4.8514,-4.6208, 4.2090, 1.2930,-2.9644, 1.7463,-4.4026, 0.5654, 1.1752, 4.6252,-3.6821, 3.6645, 2.3591, 4.9392, 2.3179, 3.1104,-4.0092, 4.5936, 4.5834,-1.6839,-1.8466,-2.3090,-2.6572,-0.6140, 0.9860,-1.1838,-4.8949,-3.7300, 1.8087,-4.4862, 1.3848
-3.7887,-1.0347, 4.4819, 2.8319, 0.9046, 1.9685, 1.9025,-0.4975, 4.8688, 1.0096, 3.0612,-4.9853,-3.3593, 4.3992,-0.4629,-2.3937,-4.5976, 0.5778, 3.8944, 3.9988, 2.6887, 1.2249, 3.2138, 4.8683,-1.4125, 0.3127,-3.5310,-4.6748, 1.4860, 1.8073, 1.0787,-3.7914,-1.0399, 3.4977,-0.6289,-4.1801,-1.5190,-1.4705,-3.5185, 4.9666
 4.2007, 0.6426, 1.7518, 2.9389,-4.8177,-1.7361,-4.5079, 3.5723, 1.7170, 1.1685, 4.9902, 1.2031, 0.2511,-1.6784,-1.5129,-3.0964,-3.2890,-2.5246,-2.6185, 0.4515, 0.8496,-1.9521, 1.8028, 0.9836, 1.3519, 4.7775,-2.8839,-3.0780,-3.0808, 4.4601, 0.1684,-2.8578,-1.2632,-3.0655,-2.4109,-4.5024, 0.0494,-3.8690, 4.5669, 2.2980
-1.5174,-4.2119, 1.4505, 4.7440, 4.5999, 3.9786, 1.8540, 2.9147,-0.2716,-0.2366,-1.1908,-3.5503,-0.3225, 0.0352,-1.1005,-1.3639, 2.5437, 2.2324, 1.1685,-2.3550, 1.9156, 3.3167, 4.6387, 0.6636,-2.5728, 3.3434, 3.6926, 3.4548,-2.5666,-3.7081, 4.7268, 4.8590, 4.2834,-4.3942, 4.4819,-0.0328,-3.6119,-2.1316,-1.5318, 2.3428
-0.0693,-4.0208,-1.6801, 0.2834,-2.2192, 1.2204, 2.9735,-2.9564, 0.2654,-4.5711,-1.9408, 0.4303,-3.9179, 0.1549, 1.9190, 0.2876,-4.4410,-4.8965, 3.6315,-0.5755,-1.4821, 0.8560,-2.2890,-1.5746,-1.2030,-2.8425,-4.5072,-2.3293,-2.4847,-2.5543,-0.7091,-2.9552, 0.7244,-2.7358, 3.0452, 3.9317, 1.9914,-0.6683, 3.2921, 3.2342
-0.7214,-2.8119, 1.0083, 2.9886, 0.6512, 1.9653,-1.1836, 0.1344, 0.3362,-3.3066,-2.7700,-4.6974,-0.2859,-3.5885, 2.5962,-2.3335,-4.4433, 1.2179, 3.7892,-0.6329,-0.5415, 2.4706,-2.7015,-3.1602,-3.9851,-1.5953,-0.9401, 1.1417, 2.2883, 4.3994, 2.5538,-3.7387, 4.8775,-1.2470, 0.2331, 1.0078,-4.0910, 4.4275, 0.7353,-0.8710
 0.4181,-2.2526, 1.7413, 1.4475,-3.3132, 4.4100,-2.8369,-4.9795,-2.0126, 4.0742,-1.4015, 1.1877, 4.4558,-0.3690, 3.2921,-4.5964, 0.4990,-3.7744, 2.5739,-1.4733, 3.0935,-3.8370, 0.1319, 2.0084, 3.2917, 0.8298,-3.2790,-1.6551, 4.1917,-2.9407,-2.9364, 4.1494, 2.4165, 1.5831, 2.5945,-2.3544,-3.2122, 0.8171, 0.8039,-4.9963
 4.3878, 3.3008,-3.7841,-1.3719, 0.7515, 2.3731,-0.2581,-4.1491,-1.7981,-4.4983,-3.4329, 4.4658,-0.2076, 4.5359, 4.0192, 1.7790,-2.4618,-3.2372, 1.1121, 0.2240, 0.0381, 2.5676, 4.0455,-2.3608,-3.6376, 1.6536, 0.2444, 0.1796,-1.8171, 0.8728,-4.8975,-4.6948,-4.5701,-3.1047,-2.2340,-0.5758, 4.2749,-3.7721,-0.3004,-1.0085
 1.2873, 3.9583, 0.8774, 1.0593,-3.0567, 3.1954,-0.5767,-0.3463,-0.2171, 2.8758, 3.2206, 4.6608,-3.9210,-0.7856, 2.5386, 0.8505,-3.5565, 1.8291,-1.6508, 4.6191, 0.4354,-1.3106, 2.1804,-3.4408,-0.4719, 3.4293,-4.7857,-2.2794, 1.9795, 2.0192,-1.4936,-4.9961, 0.3263,-1.6900, 0.3152, 1.1094, 4.6849, 4.4735, 1.6169, 4.3221
-1.3742, 4.6803, 2.7464,-3.7812,-2.0971, 4.8743, 3.2835,-1.3728, 3.1852, 2.6428, 2.6726,-0.6655,-2.1438, 2.8547,-4.2766,-3.2553, 3.5522,-0.8278,-3.4701, 4.4925, 0.7273,-0.3997,-3.9419, 0.0634, 1.0979,-1.4491, 2.5249, 1.8924,-2.6012, 2.3506, 1.9365, 3.9489,-0.5824, 3.0430,-2.3587,-4.8405, 4.2732,-1.4683,-4.1710,-3.5720
 4.8171,-3.3776,-4.8620, 4.1312, 2.3175, 0.8267, 0.0669, 4.8800, 4.0192,-1.4023, 4.3355,-2.0124,-3.2137, 4.7153, 0.0270, 4.9497, 0.1802,-4.0067, 2.1764,-2.3867,-4.0177, 1.8742,-0.4777, 2.1592, 1.1762, 0.5642, 4.7302,-1.4943, 2.3860,-2.2158, 2.2902, 1.8766, 2.5303,-3.6899, 4.8326, 3.2867, 0.2502,-3.2969, 3.2216, 3.6308
 4.8138, 2.6604, 3.7157, 4.8368,-4.2943, 0.4515, 3.5286,-3.7575,-1.4430, 2.7313, 2.5993, 1.9653,-1.6250, 4.5254,-0.7711, 2.9943,-4.7115,-3.7241, 2.0380, 2.1965, 2.0404, 0.1486, 4.9822, 2.9115, 2.8723, 3.2431,-0.8153, 0.9682,-3.5143, 4.8291, 0.1212, 2.8116,-2.9993, 4.5798, 0.6290,-2.3997, 2.1425, 2.3998,-4.3909, 4.0930
 2.3250, 0.9028, 1.5806,-1.5954, 4.0077,-1.2802, 1.0499,-2.0688,-0.1506,-0.2028,-4.8086, 4.6169,-4.8841,-3.1029, 1.9323, 1.2028, 1.2434, 0.4722,-1.9506, 1.8954,-3.1150, 0.6760, 2.3438, 1.2245, 0.7198,-2.2015,-4.8966, 1.4512,-2.4755,-2.2184,-3.2595,-2.8157,-1.9336, 0.8647, 3.1134,-2.6789, 2.3426,-1.7638,-2.3737, 3.8611
 0.1446, 2.5849, 1.3363, 3.0763, 3.6438,-0.6325,-0.2813, 2.5895, 0.3868,-4.7636, 0.2125,-3.2946,-3.7267,-1.0551,-2.1724,-2.5780, 2.4141, 1.2161,-3.1551,-1.3860,-2.6331,-0.4566,-1.7354, 4.5026,-4.1199, 4.0245,-2.8135,-1.0213, 4.5182,-3.5764,-0.2056, 3.6355,-1.0913,-1.3075, 3.0854, 0.5548,-3.2888, 1.0781, 3.0758, 4.1298
-3.2039, 4.6198,-2.9700, 1.9989, 2.2596, 1.3091,-2.4900,-4.4728,-3.4612,-4.8974,-1.4131,-1.5900,-4.1460, 4.4854,-0.3983, 4.2593,-0.0375,-4.8342, 1.1961, 4.8658,-3.4662,-4.5220,-3.5189,-2.5266, 3.3214, 0.2871,-0.5191, 4.8697,-0.6227, 0.2209,-0.5643, 4.1147, 2.9968,-2.2617,-0.2400,-4.8927,-2.5839, 0.7663,-3.4884,-3.9134
-2.7518,-2.1207, 2.3804, 3.4909, 1.9486, 1.4963,-2.4503,-0.4618,-4.1217, 1.3653, 3.7542, 1.3876, 4.1909,-2.0370,-3.6036, 0.6907,-4.3832,-1.8647, 3.6463, 1.8994, 4.5774, 3.8075,-2.7362,-3.9539,-1.0292,-0.5322,-3.5179,-2.0194, 4.6107,-2.7648, 0.6381, 1.9080,-0.3630,-2.7725, 3.0705, 2.1892, 0.6427,-3.1863,-2.9965, 3.4341
 3.0985,-0.0785,-0.2615, 1.8481,-3.4551, 2.6184,-1.2917,-2.0682,-4.8615, 0.8581, 3.1220,-1.3156, 3.6024,-2.6581,-0.8776,-3.1933,-0.5125,-3.5689, 4.8521,-0.5680, 3.3329, 3.1645,-1.9022,-3.3754, 0.8337,-2.3371,-2.2441, 1.3101, 3.5398, 4.0678,-3.8944, 1.0688, 4.0321,-0.5740, 3.4129,-1.9197, 2.4438, 2.4292, 2.8662,-4.5420
-2.8635, 2.2845, 1.8919,-0.2394, 0.9903,-2.4948,-0.6489, 0.2517, 3.3309, 0.5122, 1.1007, 3.9512, 4.9326,-0.6059,-1.5227, 0.0080, 1.9622,-3.7746,-1.1638,-0.7743,-1.7385,-3.5447, 3.5247, 0.9239, 3.7825,-3.2706,-0.7704,-4.1225,-2.2132, 3.4280,-2.1841,-1.4751, 3.3952, 0.2638,-1.9413, 4.2798,-3.7577,-3.1456, 1.9066, 3.2341
