-4.2444, 3.0753, 4.6982,-2.4006,-3.4703, 4.8550,-2.0701, 3.0770,-1.9184, 2.2476, 1.8834,-3.5206, 3.1584, 4.1702, 2.2588, 1.9455, 0.5587, 3.4705, 3.9888, 0.2762,-0.1097,-1.5603,-4.2994, 0.8001,-2.5415, 4.3022, 2.3805,-3.5629, 1.8803, 2.3588, 3.2169, 4.5939, 2.1800, 0.7055,-0.9703, 0.9379, 4.7397,-1.5862,-4.7339,-2.0502,-1.3378,-2.9059,-1.2109, 2.9367,-0.5701, 1.9546,-3.9388,-2.3557, 4.4548,-0.0090, 4.6745,-4.0545,-3.3293,-2.7583, 2.1142, 0.0790,-0.0081, 3.6376,-1.5037,-4.8690
-2.2266,-3.1487,-0.1834,-2.4447, 0.3223,-4.1857, 2.4065,-2.2432,-1.0682,-3.6106,-2.3153,-2.1150,-0.1957, 3.6795, 1.6253, 3.9803,-0.1246,-1.5105,-2.7025,-2.0402, 3.2183,-1.6290, 4.7875,-3.2871,-4.5084, 4.0694, 0.2901,-2.2820,-3.3143,-2.0410, 3.6360,-4.2633, 1.3042,-4.8889,-1.7939,-4.4313,-1.1212, 0.3900, 3.7992, 1.3064,-1.2163, 3.9440,-2.9531, 2.1091,-2.0503, 0.0035, 4.6040,-0.6197,-0.6558, 0.8841, 2.6174, 3.2152,-4.4912,-0.0182, 1.2293,-0.2612,-3.5512, 1.6847,-3.1773, 0.0110
-1.7558, 0.2751,-1.2753, 2.9673, 4.1754, 4.1807,-1.6070, 3.2149, 1.6045, 2.7574,-1.8703,-4.7067,-0.3183,-4.8151, 1.8415, 3.9971,-1.8417, 2.8666,-2.2916, 2.8886, 4.3747,-4.2162,-3.9350,-3.0364, 4.0959, 3.3275,-0.6178, 3.7948, 4.7644,-3.6623,-0.8581,-4.6265,-0.9311,-1.6698, 2.8419,-0.1771, 0.9828, 0.0430, 1.9059,-4.8604, 0.1401, 1.1771,-3.7303, 3.4636,-4.2857, 1.3045,-2.0098,-4.7994, 3.5639, 3.9393,-1.7803,-1.4593,-4.3368,-2.8298,-3.8959, 1.9768,-0.6189, 4.6940, 3.8666,-2.2971
 2.0143,-3.0719,-1.9132,-2.4055,-3.8790, 1.6809, 4.7281,-3.4156, 4.9390,-2.8728, 1.6159,-1.7485,-0.3549,-0.8793,-1.5049, 3.8148, 2.0814,-3.8797,-1.8186,-3.3684, 1.5349, 3.8944,-0.3833, 2.4367, 4.8921,-4.2087,-2.1095,-3.2222, 2.3111,-0.5463,-0.3625, 1.5182, 1.0952,-2.3624, 2.5289, 0.4039, 3.2998,-2.9328, 2.5512, 4.3719, 3.9317,-2.3247, 1.7787,-0.3169,-0.0163,-1.1255, 1.2610,-0.3262,-1.2206, 4.3863,-0.6090, 0.5733,-3.4819,-4.9367, 3.9056,-1.0240, 0.9918,-2.4277,-1.9293,-3.4270
 3.1455,-2.5783, 0.2763,-3.8018, 4.7338,-2.1113,-0.5381, 2.2609, 0.1476, 3.9402,-3.5561, 1.6591,-4.0070, 4.1961, 4.0047, 3.1839, 0.6237,-3.2794, 1.7340,-4.5179, 3.3198,-2.8137,-1.6335,-2.7710,-1.7581, 0.2167, 4.1820,-2.3428, 2.6922, 3.4523,-1.4342,-3.1780,-4.0558,-4.4512, 1.8081, 0.9664,-1.9340, 4.7638, 1.3648, 1.7281,-1.0621, 3.9712, 1.7761,-2.7474,-2.9611, 2.5011, 2.1053,-2.4701,-3.8941,-2.5251,-1.6736, 2.2011,-0.6311, 2.3369, 2.3675,-3.9740, 4.3512,-0.0060, 1.2837, 2.6410
-0.9346,-4.8329,-2.8745,-3.3380, 0.0772,-1.6701,-3.5126,-0.8869,-2.6351,-0.0248, 1.6028,-0.7275,-2.6882, 0.7562, 3.5444, 3.4301, 0.1601, 4.4203,-2.2853, 0.1311,-1.3616,-4.2441,-3.0986, 4.6811, 3.5819,-0.3595, 3.6587, 3.0496,-1.6803,-3.8569,-2.4977,-3.9952, 4.2427,-4.1649, 0.7684, 1.6084, 1.9801,-3.5527, 0.0231, 0.1615,-1.8169, 4.5259, 4.9991,-1.1479, 0.0105, 2.2582,-2.7859, 1.8225,-1.9845,-3.8431, 2.5339, 2.0373, 2.6108, 1.2764,-2.8325,-1.9663, 2.2878, 0.3188, 4.2432, 2.8706
 3.2891,-1.0529, 1.7352, 2.7056, 0.5218,-1.5812, 2.9266,-0.2814, 3.0257,-3.5159,-1.9746, 4.3648, 3.4036,-4.7017,-3.0680, 0.2701,-3.2652,-1.2910,-3.4482,-3.7452,-2.4170, 1.0908, 2.1422, 3.8064,-0.5264, 4.8035, 3.1004,-4.0343,-0.2941,-0.7147, 4.2933,-2.5829, 2.1550, 2.2925,-1.2006,-4.3366,-1.3957, 2.5539,-2.8973,-0.4896,-4.1950,-3.0724, 3.4057, 1.6081, 3.2870,-4.1393,-0.5195,-3.8132,-2.0769, 0.7647, 0.0152, 4.2213, 0.9543,-3.0312,-0.5026,-3.0578,-3.0270,-1.7625,-4.1960, 4.7350
 1.4173, 2.3651, 2.2092,-0.6548,-4.8154,-3.6073,-0.4832,-2.6417, 2.5412,-2.5140, 4.2296,-3.7295,-0.4339, 3.8518, 4.4130,-1.6227,-1.7163,-1.6169,-1.7449, 0.6563, 2.6722,-0.8483,-1.7707, 3.9164,-4.1895, 0.3775,-2.8920, 3.4696, 0.3556,-3.4054, 2.5398, 0.8042, 0.1516,-3.2169,-2.2878, 2.6960,-2.0931, 3.2076,-1.7260,-2.6788,-0.7381, 3.2905,-1.0679, 0.0383, 4.9658, 1.2264,-3.9658, 0.0981,-1.3162,-4.8506, 1.4874,-0.3938, 1.4814, 4.6829,-0.3535, 1.6966,-1.4137,-0.2322,-3.4146,-4.6163
 0.4046,-4.4024,-2.0186, 3.5663, 1.0535,-3.0033,-2.2179, 1.0003, 3.7874, 0.7510,-0.0740, 4.3571, 3.1368, 4.4041,-2.9901, 2.7386, 3.0516,-4.8796, 1.3868,-3.4545, 0.4711, 3.0265,-2.3559, 3.9226,-0.5298, 3.2656, 2.5487, 0.4580,-0.5954, 0.9149, 3.1357, 4.4673, 3.7798, 2.9790,-2.0403,-2.9673, 1.7139,-4.8482,-4.9981,-3.6575,-1.6079, 1.5461, 1.2374,-0.0493, 1.1902,-0.3088, 3.0366, 0.3463, 4.6390,-3.5325,-4.0065,-4.8133,-2.0478, 0.2475, 1.8916,-1.5801, 4.3068,-1.4034, 3.1326, 2.2957
-3.5674,-2.4882, 2.0853,-1.5447, 3.3108, 1.7751,-4.2490, 1.7173,-4.4649, 0.7729,-3.4393, 2.0877,-0.3457,-3.3393, 0.2480, 4.9206, 0.1286,-3.5483, 3.7129, 2.6718, 1.2272, 0.1414,-0.4716,-4.6216, 1.1306,-0.0429, 2.3890,-1.9550,-0.0965,-2.4071, 3.7596,-3.2031, 0.0402, 2.1922, 4.3443, 4.7566,-1.7965, 4.7144, 4.0789,-0.3168,-1.9211,-0.6350, 2.2516, 4.8186,-4.1497, 3.1777,-3.3159, 1.4152,-4.7187, 1.6159, 4.7697,-3.3620, 0.6468,-1.3860,-1.2320, 1.8303, 1.5084,-2.2581, 1.2649,-3.3199
