 3.2768, 0.1831,-0.0271, 0.2547, 0.0306, 0.0457, 0.1858, 0.0285,-0.2772, 0.0409,-0.3856, 0.3261, 0.1606,-0.1735, 0.1081,-0.1617,-0.2329, 0.1385,-0.1252, 0.1251, 0.1061,-0.2966,-0.0669, 0.1766,-0.0042, 0.0988,-0.0434, 0.3361,-0.3540, 0.0031,-0.0940,-0.3429,-0.2953, 0.2217,-0.3299,-0.1704,-0.1828, 0.2595,-0.0463,-0.1768,-0.0298,-0.4124,-0.3134, 0.0629, 0.0330, 0.3085,-0.0605, 0.2389,-0.0388, 0.1048, 0.2913, 0.0869, 0.1965, 0.2990, 0.1106,-0.0089,-0.0346,-0.2155,-0.3120, 0.0495, 0.0629, 0.0561, 0.0100, 0.0979,-0.4552,-0.0989, 0.1654, 0.0235,-0.0604, 0.0111
 0.1831, 3.3288,-0.3006, 0.4172, 0.0666,-0.0610, 0.0269,-0.0422,-0.1471, 0.0869, 0.0138, 0.2209,-0.1748, 0.2753, 0.0996,-0.4547,-0.1214, 0.1166,-0.0892,-0.0414,-0.0148, 0.2369,-0.1877, 0.0855,-0.0193, 0.0228,-0.1513, 0.0619,-0.1327,-0.0564,-0.3496, 0.1780,-0.2376,-0.1082,-0.3591,-0.0702,-0.3122, 0.2446,-0.0315,-0.3567, 0.0689,-0.0503, 0.1567, 0.2447, 0.3140,-0.0757, 0.1120,-0.2600,-0.1799, 0.0487, 0.1655, 0.1507, 0.0255,-0.0388,-0.1319, 0.2002, 0.0427,-0.0130, 0.1776, 0.0134,-0.1915,-0.2601,-0.0102,-0.2542, 0.2396, 0.1426,-0.0078, 0.0430,-0.1384,-0.3850
-0.0271,-0.3006, 3.2396, 0.0262, 0.3472,-0.1871, 0.0678, 0.0152,-0.1929,-0.0309, 0.2769,-0.3437, 0.0858,-0.1001, 0.1911,-0.0273, 0.1663,-0.1151, 0.1020,-0.1768, 0.1863, 0.1330, 0.1157,-0.2011, 0.5045,-0.4105, 0.0433,-0.0903,-0.1165, 0.0555,-0.0658, 0.1696, 0.0691,-0.1000, 0.1598, 0.1832, 0.1308,-0.0156,-0.3689, 0.0632, 0.1307,-0.0325, 0.2495,-0.2433, 0.1023, 0.2850,-0.1962, 0.0754,-0.1753,-0.0390,-0.1348, 0.1011, 0.2740,-0.0997, 0.0643, 0.1003,-0.3491,-0.2507,-0.2018, 0.0329, 0.2489,-0.0522,-0.2650, 0.3281, 0.2091,-0.0892,-0.2174, 0.4903,-0.1343,-0.4752
 0.2547, 0.4172, 0.0262, 3.4529,-0.1076,-0.1790, 0.0586,-0.1281,-0.1406,-0.0860,-0.6926, 0.0885, 0.0712, 0.2093,-0.0407, 0.0942,-0.3085,-0.0690,-0.2636,-0.0448,-0.0611,-0.2285, 0.1670, 0.2399,-0.0128, 0.0156,-0.1028, 0.1679,-0.0955, 0.1817,-0.0134, 0.0377, 0.1023,-0.0122, 0.0908, 0.2008,-0.1077,-0.0749,-0.1874,-0.0528,-0.0149, 0.1017, 0.2133, 0.1035, 0.0940, 0.1101,-0.0258,-0.1761,-0.1788,-0.0200,-0.4205, 0.1460,-0.0774,-0.3112,-0.1582, 0.2898, 0.2798, 0.0821,-0.0394, 0.0834, 0.0453,-0.1423, 0.1357, 0.1694,-0.0104, 0.1557, 0.0020, 0.2096, 0.0290,-0.2808
 0.0306, 0.0666, 0.3472,-0.1076, 3.0704, 0.2370,-0.2719,-0.2258,-0.2382, 0.2959, 0.0469, 0.1324,-0.2726, 0.0408, 0.1404,-0.1293, 0.1031, 0.0378, 0.0279,-0.0080, 0.2345,-0.0144,-0.1032, 0.0509, 0.0009, 0.1598, 0.1846,-0.0415, 0.1555,-0.3477, 0.2777, 0.0150, 0.1602,-0.0410,-0.1953,-0.1470, 0.0662, 0.0400, 0.1278, 0.0119, 0.0127,-0.3721,-0.0516,-0.0443,-0.2765, 0.1706, 0.0364, 0.0622, 0.0511,-0.1754, 0.0714, 0.0709,-0.0092,-0.1442, 0.1582,-0.1205,-0.2011, 0.0375,-0.2517, 0.0868,-0.1546, 0.2450, 0.1987, 0.1212,-0.0288, 0.0216,-0.0587, 0.1123, 0.0332,-0.1906
 0.0457,-0.0610,-0.1871,-0.1790, 0.2370, 3.4019,-0.0406,-0.1047, 0.2565,-0.1268,-0.0446, 0.1117,-0.1239,-0.0823, 0.2892, 0.3869, 0.3672, 0.1897, 0.0253, 0.0447,-0.0946,-0.2578, 0.3729,-0.2992, 0.0696,-0.0924, 0.2504, 0.1536,-0.3789,-0.0668, 0.0106,-0.0765, 0.0418,-0.1833,-0.0844,-0.0390, 0.3639, 0.1446,-0.0889,-0.1412,-0.1070,-0.1840,-0.0348, 0.0482,-0.0583,-0.0657, 0.0528, 0.1729, 0.1507,-0.0726, 0.2641,-0.0773,-0.1849, 0.0667, 0.0381, 0.0439, 0.2814,-0.0554,-0.1223,-0.0763, 0.2984,-0.1515,-0.1416,-0.1088,-0.0274,-0.1539,-0.4072, 0.2989,-0.2324, 0.4189
 0.1858, 0.0269, 0.0678, 0.0586,-0.2719,-0.0406, 3.5284,-0.2890, 0.0314, 0.3387, 0.1648, 0.0377,-0.2204, 0.1408,-0.0361,-0.0512, 0.2780, 0.1113,-0.0922,-0.1252,-0.1867, 0.1385, 0.0361, 0.2302,-0.3548,-0.2112,-0.1873,-0.0602, 0.0720, 0.2704, 0.2413, 0.0112, 0.1701, 0.2041,-0.0806, 0.0442, 0.0202,-0.0945, 0.3854, 0.1748,-0.0893,-0.0421, 0.1748, 0.0700, 0.1310, 0.1831,-0.1343,-0.1565, 0.0869,-0.1937, 0.0180,-0.0947, 0.0886,-0.0820, 0.1916,-0.1209,-0.2420,-0.1494,-0.0635,-0.0049, 0.2201, 0.0030,-0.0782, 0.0896, 0.2080, 0.1426,-0.0979,-0.0975, 0.2121, 0.2276
 0.0285,-0.0422, 0.0152,-0.1281,-0.2258,-0.1047,-0.2890, 3.2970, 0.4317,-0.0951,-0.4773, 0.1324, 0.0599, 0.4032,-0.1858,-0.0304, 0.0111, 0.1009, 0.1148,-0.2061,-0.2043,-0.0952,-0.0286, 0.1197, 0.0824,-0.1814, 0.1291, 0.3187,-0.0992,-0.1094,-0.1184, 0.0272,-0.1628,-0.1389,-0.1598, 0.0242, 0.1861,-0.0308, 0.0927,-0.1004, 0.0490, 0.0462, 0.2143,-0.1442,-0.2276,-0.1978,-0.0015, 0.0224, 0.1484,-0.2067, 0.1444,-0.1043, 0.3326, 0.1087,-0.3026,-0.0339,-0.2863,-0.0173, 0.0313,-0.1641,-0.4014,-0.1665,-0.1009, 0.0246, 0.1754,-0.1385,-0.0805, 0.0595,-0.2580, 0.1244
-0.2772,-0.1471,-0.1929,-0.1406,-0.2382, 0.2565, 0.0314, 0.4317, 3.0660,-0.1887, 0.0894, 0.1529,-0.3699,-0.1777, 0.0242,-0.2196, 0.1689, 0.2042, 0.2245, 0.1039,-0.0706,-0.2309,-0.1334, 0.1595, 0.0256,-0.0295,-0.0685,-0.3926,-0.2066, 0.2356,-0.1470,-0.3010,-0.0610, 0.0061,-0.0162,-0.0688, 0.0630,-0.2323,-0.0374,-0.0355, 0.0114,-0.0514,-0.0894, 0.2792,-0.0697,-0.1100,-0.0841,-0.1675,-0.0278, 0.1161,-0.0908,-0.0256,-0.1573,-0.1810,-0.0479, 0.1332, 0.0346,-0.1228,-0.1371,-0.4493,-0.0621, 0.0990,-0.2277, 0.0585, 0.2039, 0.1946,-0.0340, 0.1045,-0.3302, 0.5212
 0.0409, 0.0869,-0.0309,-0.0860, 0.2959,-0.1268, 0.3387,-0.0951,-0.1887, 2.9627, 0.0899, 0.2450, 0.0630, 0.1367, 0.0568,-0.0401, 0.2761, 0.3811, 0.2942,-0.1406, 0.0725, 0.2898,-0.0467,-0.0964,-0.1737, 0.2161,-0.1506,-0.0614,-0.2568,-0.4552,-0.1798,-0.2577, 0.4506,-0.0627,-0.1799, 0.0376,-0.1478,-0.1747, 0.0275, 0.1350,-0.2372, 0.1230,-0.1920,-0.1236,-0.2652, 0.0444, 0.0806, 0.0039,-0.0590, 0.0175, 0.0664, 0.0620,-0.2610,-0.0874, 0.0476,-0.1400,-0.2532, 0.1378, 0.0917,-0.0881, 0.1376,-0.3192,-0.0016,-0.1094,-0.1853,-0.1184, 0.2342, 0.3792, 0.1728, 0.0092
