 3.5638, 0.1699, 0.0345,-0.4418,-0.3352, 0.0480,-0.3160,-0.0842,-0.5184,-0.2674, 0.1153,-0.3257,-0.1513, 0.0603,-0.7089,-0.2943, 0.2395, 0.5278,-0.0063,-0.4559,-0.1065,-0.2503,-0.3764,-0.2037, 0.2278
 0.1699, 3.4912, 0.0026,-0.1250, 0.4029,-0.0284,-0.5810, 0.0005,-0.1822,-0.3779, 0.1163,-0.3257, 0.0024,-0.1149,-0.3575, 0.3629, 0.1729, 0.0375, 0.3931,-0.0698, 0.0138,-0.4779,-0.0926, 0.3249,-0.3934
 0.0345, 0.0026, 3.1409, 0.3293, 0.0129, 0.1400, 0.0926,-0.5540,-0.5951,-0.3364,-0.1669,-0.4380, 0.3936, 0.3539, 0.2489, 0.0113,-0.1750,-0.0977,-0.0884, 0.3422,-0.0830, 0.3450, 0.0830, 0.1665, 0.1019
-0.4418,-0.1250, 0.3293, 3.2266,-0.0652,-0.1987,-0.0466,-0.1141, 0.4698,-0.3733,-0.2821,-0.0887, 0.1430, 0.1169, 0.2109,-0.4825,-0.3063, 0.1487, 0.4162,-0.5123, 0.0154, 0.0350,-0.1096, 0.7277, 0.3468
-0.3352, 0.4029, 0.0129,-0.0652, 3.6713, 0.0737,-0.6209, 0.0781, 0.2074,-0.3648, 0.1902,-0.2542,-0.3257,-0.3422,-0.0789,-0.3207, 0.2828, 0.1639, 0.1226,-0.0766, 0.7359,-0.0164, 0.6701, 0.3693,-0.0265
 0.0480,-0.0284, 0.1400,-0.1987, 0.0737, 3.3038, 0.3209,-0.1682, 0.0083, 0.1616, 0.0667,-0.3508,-0.0644,-0.2750, 0.4041, 0.1344, 0.7453, 0.3187,-0.3802, 0.1086,-0.4330,-0.0335, 0.2042, 0.3251,-0.2230
-0.3160,-0.5810, 0.0926,-0.0466,-0.6209, 0.3209, 3.3238,-0.0180, 0.1026, 0.0900, 0.1867, 0.2078, 0.2100,-0.2798, 0.1996, 0.1301,-0.2682,-0.0645,-0.0834, 0.1995,-0.2412, 0.2926, 0.2350,-0.3338,-0.1932
-0.0842, 0.0005,-0.5540,-0.1141, 0.0781,-0.1682,-0.0180, 3.9686, 0.0679,-0.2647,-0.0436,-0.4512, 0.2754,-0.0240,-0.2141,-0.3263,-0.3033, 0.0789,-0.0444, 0.4577, 0.4064, 0.0074, 0.0881,-0.2926,-0.1089
-0.5184,-0.1822,-0.5951, 0.4698, 0.2074, 0.0083, 0.1026, 0.0679, 3.7396, 0.2242,-0.3574, 0.0181,-0.9271, 0.3780, 0.2451, 0.1504, 0.4697, 0.0765,-0.0618, 0.1067, 0.3934,-0.2284,-0.2168,-0.1336,-0.0407
-0.2674,-0.3779,-0.3364,-0.3733,-0.3648, 0.1616, 0.0900,-0.2647, 0.2242, 3.6135,-0.0017,-0.3033,-0.0907, 0.4030,-0.0798, 0.3771,-0.1094,-0.2044, 0.5315, 0.2699,-0.1990, 0.1432,-0.2471, 0.1035, 0.0587
 0.1153, 0.1163,-0.1669,-0.2821, 0.1902, 0.0667, 0.1867,-0.0436,-0.3574,-0.0017, 3.5120, 0.0022,-0.1684, 0.2278, 0.1262, 0.5368,-0.6121, 0.0419, 0.7251, 0.0886,-0.5730,-0.3511, 0.3594, 0.0652, 0.4189
-0.3257,-0.3257,-0.4380,-0.0887,-0.2542,-0.3508, 0.2078,-0.4512, 0.0181,-0.3033, 0.0022, 3.5804, 0.2597, 0.1726,-0.0737,-0.1263, 0.2374,-0.1444, 0.0356,-0.2291,-0.0731, 0.1437, 0.1875, 0.3591,-0.0820
-0.1513, 0.0024, 0.3936, 0.1430,-0.3257,-0.0644, 0.2100, 0.2754,-0.9271,-0.0907,-0.1684, 0.2597, 3.3604,-0.0615,-0.2816,-0.3161, 0.0846, 0.0187,-0.0524, 0.1921,-0.1996, 0.1075,-0.0372, 0.2275, 0.2557
 0.0603,-0.1149, 0.3539, 0.1169,-0.3422,-0.2750,-0.2798,-0.0240, 0.3780, 0.4030, 0.2278, 0.1726,-0.0615, 3.6793,-0.1610, 0.4012, 0.1221,-0.1821, 0.0944, 0.0829,-0.0917,-0.0360,-0.1981,-0.1784,-0.1747
-0.7089,-0.3575, 0.2489, 0.2109,-0.0789, 0.4041, 0.1996,-0.2141, 0.2451,-0.0798, 0.1262,-0.0737,-0.2816,-0.1610, 3.4890, 0.1552,-0.0899, 0.0490, 0.0510, 0.1870, 0.0812, 0.1654,-0.2890, 0.3650,-0.3601
-0.2943, 0.3629, 0.0113,-0.4825,-0.3207, 0.1344, 0.1301,-0.3263, 0.1504, 0.3771, 0.5368,-0.1263,-0.3161, 0.4012, 0.1552, 3.2956,-0.0262,-0.4005, 0.3780,-0.3705,-0.3535, 0.0966, 0.4085,-0.1069,-0.5791
 0.2395, 0.1729,-0.1750,-0.3063, 0.2828, 0.7453,-0.2682,-0.3033, 0.4697,-0.1094,-0.6121, 0.2374, 0.0846, 0.1221,-0.0899,-0.0262, 3.5529,-0.3004, 0.0086, 0.0684, 0.0287, 0.4364,-0.3187, 0.0320, 0.1017
 0.5278, 0.0375,-0.0977, 0.1487, 0.1639, 0.3187,-0.0645, 0.0789, 0.0765,-0.2044, 0.0419,-0.1444, 0.0187,-0.1821, 0.0490,-0.4005,-0.3004, 3.2571, 0.7983, 0.0838, 0.0953,-0.2340,-0.3224, 0.3804,-0.0908
-0.0063, 0.3931,-0.0884, 0.4162, 0.1226,-0.3802,-0.0834,-0.0444,-0.0618, 0.5315, 0.7251, 0.0356,-0.0524, 0.0944, 0.0510, 0.3780, 0.0086, 0.7983, 4.2463, 0.2104,-0.1224, 0.0498,-0.2728, 0.3102,-0.0228
-0.4559,-0.0698, 0.3422,-0.5123,-0.0766, 0.1086, 0.1995, 0.4577, 0.1067, 0.2699, 0.0886,-0.2291, 0.1921, 0.0829, 0.1870,-0.3705, 0.0684, 0.0838, 0.2104, 3.1733,-0.0136,-0.5882, 0.0388,-0.3985, 0.0099
-0.1065, 0.0138,-0.0830, 0.0154, 0.7359,-0.4330,-0.2412, 0.4064, 0.3934,-0.1990,-0.5730,-0.0731,-0.1996,-0.0917, 0.0812,-0.3535, 0.0287, 0.0953,-0.1224,-0.0136, 2.7646, 0.2214, 0.2221,-0.0694,-0.2287
-0.2503,-0.4779, 0.3450, 0.0350,-0.0164,-0.0335, 0.2926, 0.0074,-0.2284, 0.1432,-0.3511, 0.1437, 0.1075,-0.0360, 0.1654, 0.0966, 0.4364,-0.2340, 0.0498,-0.5882, 0.2214, 3.8639,-0.2356, 0.0297, 0.2694
-0.3764,-0.0926, 0.0830,-0.1096, 0.6701, 0.2042, 0.2350, 0.0881,-0.2168,-0.2471, 0.3594, 0.1875,-0.0372,-0.1981,-0.2890, 0.4085,-0.3187,-0.3224,-0.2728, 0.0388, 0.2221,-0.2356, 4.5477,-0.1839,-0.1360
-0.2037, 0.3249, 0.1665, 0.7277, 0.3693, 0.3251,-0.3338,-0.2926,-0.1336, 0.1035, 0.0652, 0.3591, 0.2275,-0.1784, 0.3650,-0.1069, 0.0320, 0.3804, 0.3102,-0.3985,-0.0694, 0.0297,-0.1839, 3.5978, 0.0278
 0.2278,-0.3934, 0.1019, 0.3468,-0.0265,-0.2230,-0.1932,-0.1089,-0.0407, 0.0587, 0.4189,-0.0820, 0.2557,-0.1747,-0.3601,-0.5791, 0.1017,-0.0908,-0.0228, 0.0099,-0.2287, 0.2694,-0.1360, 0.0278, 3.7375
