 3.5513,-0.2141,-0.3855, 0.0098, 0.0696,-0.4160,-0.1425, 0.1898, 0.2933, 0.2424, 0.1753, 0.3732, 0.1506,-0.4243,-0.1854, 0.1315,-0.3717, 0.2222,-0.2101,-0.1000,-0.1638,-0.4880, 0.2080, 0.1194, 0.1244,-0.2722, 0.3496, 0.5457, 0.1608,-0.0471
-0.2141, 3.3328,-0.3052,-0.5134,-0.1087, 0.1713, 0.0865, 0.2465,-0.1361, 0.0355, 0.1601, 0.2321, 0.3461, 0.0163, 0.4041,-0.0697,-0.0350,-0.1659, 0.1776,-0.0014,-0.0144,-0.0565, 0.0010,-0.1375,-0.4569, 0.0674,-0.0409, 0.4542, 0.3773,-0.2452
-0.3855,-0.3052, 2.9757, 0.1792,-0.2850, 0.0309, 0.1836, 0.1187,-0.2191,-0.0669,-0.1390,-0.0670, 0.0683,-0.2718, 0.2295,-0.1661, 0.0199,-0.1923, 0.1677, 0.0181,-0.3440, 0.2213,-0.0286, 0.1549,-0.2614,-0.1081, 0.3440, 0.0807, 0.0771,-0.1451
 0.0098,-0.5134, 0.1792, 2.7819,-0.1925,-0.1104, 0.2213,-0.0167,-0.2969, 0.1519, 0.3205, 0.1374,-0.2675,-0.3141,-0.4441,-0.1103,-0.0372, 0.0185, 0.0115, 0.0518, 0.1904, 0.0869, 0.1831, 0.1450,-0.0498,-0.0762, 0.2518,-0.1509, 0.2042,-0.0909
 0.0696,-0.1087,-0.2850,-0.1925, 2.8926,-0.1339, 0.3392,-0.2357,-0.0080, 0.4084, 0.1511,-0.4021, 0.2774,-0.0125,-0.0082, 0.1452, 0.1265,-0.1542,-0.0601, 0.3459,-0.3579, 0.0964,-0.3196, 0.2018,-0.0305, 0.1619,-0.3151,-0.0586,-0.4312,-0.0045
-0.4160, 0.1713, 0.0309,-0.1104,-0.1339, 2.8219, 0.4214, 0.2386,-0.0821, 0.1326,-0.3698,-0.0233,-0.0237,-0.0269, 0.1831, 0.1479, 0.2118, 0.4061, 0.0289, 0.2579,-0.3389,-0.1125, 0.1621, 0.0720, 0.1317, 0.5348, 0.0592,-0.1390, 0.7490, 0.0104
-0.1425, 0.0865, 0.1836, 0.2213, 0.3392, 0.4214, 3.1151, 0.5579,-0.2169, 0.0773,-0.1472, 0.1869, 0.0640,-0.0437,-0.0449,-0.0884,-0.0722,-0.1231, 0.3474,-0.0331,-0.0990, 0.3028, 0.4022,-0.1964, 0.2944,-0.2584, 0.1184, 0.1103, 0.1832,-0.2818
 0.1898, 0.2465, 0.1187,-0.0167,-0.2357, 0.2386, 0.5579, 3.6712, 0.0354, 0.1171, 0.1414, 0.3452,-0.1913,-0.1062, 0.4448, 0.5604, 0.2173, 0.3239, 0.0902, 0.1306, 0.0842, 0.2638, 0.1725,-0.3081, 0.1121,-0.2272,-0.1716,-0.0283,-0.0783, 0.1338
 0.2933,-0.1361,-0.2191,-0.2969,-0.0080,-0.0821,-0.2169, 0.0354, 3.7992, 0.2109,-0.3595,-0.2471,-0.0935, 0.2165, 0.1092,-0.2151, 0.1211, 0.0340, 0.2168, 0.0252, 0.0753, 0.2993, 0.1000,-0.2008,-0.1898, 0.2749, 0.2956, 0.2726, 0.0513, 0.2568
 0.2424, 0.0355,-0.0669, 0.1519, 0.4084, 0.1326, 0.0773, 0.1171, 0.2109, 3.8538, 0.4145, 0.1238, 0.1763, 0.2475,-0.1146, 0.1717,-0.3521,-0.4453, 0.4292,-0.4399,-0.1742,-0.3268, 0.0243, 0.2537,-0.2470, 0.4623, 0.0815, 0.0330, 0.3373,-0.0770
 0.1753, 0.1601,-0.1390, 0.3205, 0.1511,-0.3698,-0.1472, 0.1414,-0.3595, 0.4145, 3.2649, 0.0984,-0.0710,-0.1238,-0.1332,-0.0763, 0.2393, 0.1687, 0.2263, 0.2916, 0.0500,-0.1820, 0.0753, 0.1947,-0.1939, 0.2922,-0.0416, 0.0518,-0.0206, 0.1507
 0.3732, 0.2321,-0.0670, 0.1374,-0.4021,-0.0233, 0.1869, 0.3452,-0.2471, 0.1238, 0.0984, 2.9885, 0.1984,-0.1964, 0.0008, 0.2193, 0.1486,-0.5692,-0.2714,-0.2714, 0.0954, 0.1044, 0.2430,-0.1245,-0.1574, 0.1552, 0.2037, 0.6118,-0.0095,-0.0768
 0.1506, 0.3461, 0.0683,-0.2675, 0.2774,-0.0237, 0.0640,-0.1913,-0.0935, 0.1763,-0.0710, 0.1984, 3.3041,-0.1542,-0.0648, 0.1096,-0.0609,-0.1469, 0.0885, 0.1593, 0.0471, 0.1267,-0.0070,-0.0497,-0.4426,-0.2314, 0.0329,-0.0175, 0.5701, 0.3761
-0.4243, 0.0163,-0.2718,-0.3141,-0.0125,-0.0269,-0.0437,-0.1062, 0.2165, 0.2475,-0.1238,-0.1964,-0.1542, 2.6922, 0.2598, 0.1025, 0.0497, 0.4561, 0.0942, 0.2238, 0.0086, 0.2487,-0.1007, 0.5511, 0.0995, 0.1459,-0.0081, 0.1286, 0.4410,-0.0620
-0.1854, 0.4041, 0.2295,-0.4441,-0.0082, 0.1831,-0.0449, 0.4448, 0.1092,-0.1146,-0.1332, 0.0008,-0.0648, 0.2598, 3.1423, 0.0894, 0.2272,-0.0028,-0.3168, 0.1599,-0.0416,-0.2456,-0.3206,-0.0089,-0.1216, 0.1574,-0.0550,-0.2100,-0.2890, 0.2209
 0.1315,-0.0697,-0.1661,-0.1103, 0.1452, 0.1479,-0.0884, 0.5604,-0.2151, 0.1717,-0.0763, 0.2193, 0.1096, 0.1025, 0.0894, 3.3900,-0.1372,-0.3740,-0.4350, 0.2212,-0.2121,-0.0894, 0.0236, 0.0587,-0.0322,-0.1189, 0.1859,-0.2969,-0.1434, 0.2045
