-0.4289,-3.0979, 2.6006, 1.6067,-4.0729,-3.6396, 1.0819, 1.7297,-4.5128, 2.7106, 2.7104,-3.4999,-4.3582, 1.8956,-4.9958, 2.4196, 1.9906, 2.6679, 0.9665, 4.1919, 1.5642,-4.5321, 0.4503,-1.8225,-2.5786, 0.2689, 4.2254,-3.8950,-1.2607, 2.9604,-2.2765,-2.7804,-3.7090,-3.3134, 0.9883,-0.3544, 1.2900, 4.7873, 3.7760,-1.6131,-2.1019,-1.4522,-4.8152,-0.4012, 4.0116,-4.7134, 1.4111,-1.6212,-1.7302, 3.2291,-2.3382, 3.6896, 1.5828, 2.5208, 2.8698,-3.2585, 3.4340,-1.1305, 0.2939, 0.4457,-0.4276,-0.1851,-1.1021,-1.5072,-0.7849, 0.0665, 2.3043, 2.2517,-1.9888, 1.0189, 2.6309, 3.2655,-0.6902, 1.7146,-4.7041, 0.5702,-1.0786,-2.6707, 4.4350,-3.2935
-3.3401,-1.8505, 1.4908,-4.9229, 4.8137, 1.8777, 3.9621,-1.8929, 1.3593,-3.6565, 0.7209, 0.4613, 0.7899, 2.6397,-2.5052, 2.5667,-3.2860,-4.0125, 0.3855, 3.8620,-0.8840, 2.7899,-0.3364, 2.8979,-2.0243, 0.7353, 3.1217,-0.9025,-2.1886,-3.6918,-1.1976, 3.2651, 1.8220,-2.3656, 0.4967, 0.7991,-4.2159,-4.8296, 4.0567,-3.9471,-1.8548,-4.8352, 0.7416,-0.6409,-3.8568, 0.4307, 0.9807, 0.1457,-3.0349, 3.4885, 3.2681, 0.5395, 2.5588,-3.4452, 1.2042, 3.8272,-1.2572, 4.1579, 1.9583,-3.2291,-4.7664,-3.4756,-3.9820, 0.9931,-4.4153,-1.7914,-4.4909, 0.9489, 4.0373,-1.2429, 2.8185, 4.0705, 3.5006, 3.2876, 4.3308, 2.5402, 4.9073, 3.1191, 3.6108,-1.1760
-4.5926,-4.5974, 2.2077,-3.2614, 0.7163,-4.8058, 4.5430, 3.5164, 4.3217,-3.7852,-4.1840, 1.3199, 2.7779,-0.1410, 3.8651, 1.7757,-0.2490,-4.6046, 0.9498, 3.4718, 4.0361, 3.0381,-1.9996, 1.4635, 0.6044,-0.7953, 3.5915, 0.6709,-0.4869,-2.3605, 2.5303, 1.0807, 3.9803, 3.4458,-4.2448, 2.8092, 0.7186,-0.1061, 2.0258, 0.1620,-2.2135, 2.5926,-3.8511, 0.9131,-0.3126,-3.4749, 0.1917, 2.2925,-3.1457,-3.9843, 4.3358, 3.9259,-2.5510, 3.6043,-0.2097,-3.7867,-1.4430, 0.5888,-4.5876, 1.2726, 3.8544, 3.5929,-2.3813, 2.6903,-3.3512, 0.7169, 4.3607, 4.0437,-4.6161, 4.6440, 1.7818, 3.3400,-1.7303,-4.8055, 3.3096,-0.8726, 0.1055,-2.7368,-2.8896, 3.1973
-4.4129, 2.3991,-1.7584,-4.9776,-0.0320,-4.2222, 3.6427,-1.9081,-3.6979,-2.3208, 1.1644, 0.5243, 3.2276,-0.2404,-3.7635,-2.9387,-3.9925,-3.7071, 0.7545,-1.2822, 2.9201,-1.2087,-3.0842,-3.0685,-3.5980,-2.4510,-4.0288,-2.5655, 1.6875, 3.5487,-2.7340,-4.3934, 4.3354, 1.2322, 2.6832, 2.8661,-4.9722, 2.5347,-2.2434, 1.8172,-2.0053, 0.9412,-3.1868, 0.9855,-4.9391,-4.0808,-4.0074,-1.2843,-0.1756,-1.4397,-2.4742,-3.1031, 2.2721,-0.7231, 2.9180,-4.4343,-1.6586,-2.9586,-4.7994, 2.9054,-2.8736, 0.6378, 0.6933, 1.3036,-3.0020,-3.0045,-1.0140,-4.4780,-1.6643,-2.1590, 0.3476,-4.0588,-3.5426,-0.4212,-0.1891,-3.2599, 3.9514,-4.8656, 2.5336,-2.7341
 2.7939, 0.0671, 0.8498, 3.6760, 3.4846, 1.3252, 1.3515, 2.4606,-1.8702, 3.7212,-0.4553, 3.5133, 1.1873,-1.4909,-0.8242, 0.1759, 4.0600, 2.3206, 0.8167, 0.2272, 1.6697,-1.0535,-4.2202, 3.3023,-1.4894,-1.4995, 2.3908, 4.9640, 2.4050, 4.1305,-3.5259,-4.1058, 4.3081,-0.5338,-0.6353,-1.0836,-1.3060,-4.4971,-1.4043, 1.0945, 1.6406, 1.1665, 3.1170, 1.1936, 2.2738, 1.2617, 0.3905,-2.4146, 3.0380, 2.7595, 3.2259, 4.5548, 3.0601,-3.1052,-3.4882, 0.0923, 2.6986,-1.0266,-2.2019,-2.0162, 3.8432,-0.8425, 4.2835, 4.0597, 2.0249,-2.7748,-3.8519, 0.7834,-3.8952,-3.8157, 3.6262,-1.2300, 1.5104, 2.3839,-3.4806,-3.0982, 0.4890, 4.6841, 2.0125,-3.9400
 1.5333,-0.3757,-4.8595,-2.9194, 0.0966,-2.3526, 2.1842,-3.3539, 3.6250, 2.0963, 3.1437, 2.5126, 4.5884, 3.8775,-0.0967,-1.7938,-1.8509, 2.2581,-2.1133, 2.9852,-2.1409,-0.6344,-4.5294,-2.1579,-2.5536, 2.5863, 2.4645,-0.2570, 0.5611, 0.6669,-1.7778,-2.0729,-0.8830, 4.7999,-1.9514, 0.8183, 4.0096, 3.9586,-3.2692, 1.1140,-4.2218,-0.8017,-3.8534, 0.4626,-0.0584,-1.3703,-4.7145, 2.4450,-4.2772, 2.9015,-4.9108,-3.0931, 3.3772,-0.6177,-2.9478, 0.1120, 3.8149,-3.2534,-4.2747,-1.2228,-0.1833, 3.4795, 0.8235,-3.8827,-2.4887, 4.2986, 3.1924,-0.0768, 4.4463,-4.2266, 1.8109, 0.4925, 2.3361, 2.8842, 0.6431,-2.3996, 2.8764, 3.6776,-1.1954, 3.9082
 0.5960,-1.9318,-0.6021,-3.9697,-4.0760,-3.1558,-2.9781, 2.8535, 2.7486,-1.1573, 4.8111, 0.1758, 2.8692, 3.8370,-3.2491, 2.5859,-1.1677, 1.6535,-0.7392, 1.3088, 2.3383,-3.1062,-2.3260, 4.9871,-1.5028, 3.8453, 1.2541, 4.7086, 1.5337,-4.4799,-0.6180,-3.9746,-0.1536, 1.5706, 3.6904,-4.7041, 1.3739,-1.1828,-3.9724, 1.8787, 2.0532,-2.5207,-2.1845, 3.6253,-0.6035, 3.5660,-3.5475,-0.9415, 3.8248, 4.4295, 0.1212,-3.9905, 3.9087,-2.4829, 0.9570, 0.4216, 4.6300,-0.1985, 1.4634,-0.6236, 4.2775, 3.9568, 4.8012, 0.3460,-4.2026, 2.5303, 3.4285,-4.2180, 0.8709,-4.7610,-0.6163,-2.1399,-3.6868, 0.1736, 2.7775, 4.1771,-0.7428, 0.8909, 1.1278,-4.0165
 3.7793,-3.1232,-1.7868, 3.4625,-0.1122, 0.3730, 2.3179,-0.0274,-4.1969, 1.4885, 1.2616, 4.2301, 1.1383,-3.9164, 4.7932, 3.5932,-4.9250,-0.9992,-2.6498, 2.2316, 2.0988,-2.6309,-1.1044, 0.6280, 2.9055, 4.1192, 2.5770,-3.3525, 2.8239, 2.1915,-2.3385, 1.3873, 4.1904,-4.9117,-4.9583,-3.2471,-0.8406, 0.7315, 1.5112, 2.7284,-2.0762, 0.7566, 4.2154,-4.8302, 0.9039,-2.4238,-3.8638, 4.8989, 4.5889, 2.4207,-0.1802, 4.5235, 2.6098, 2.2319, 0.0315,-0.8493, 4.7905, 1.1562,-1.6372,-4.0413, 4.8309,-2.3296,-4.3814,-2.1301, 0.6479,-3.7956,-0.3896,-0.8712, 0.3525,-1.8312, 1.9625, 1.3991,-4.5867, 1.5797, 1.6649, 1.9368, 2.7821,-3.7867, 3.3464, 3.5774
-2.4832, 1.5368, 0.4490, 0.8716,-3.2458,-1.5278, 1.2935, 1.7204, 3.1620, 1.5284, 0.4845, 1.5729, 1.4637, 2.5154,-1.0350, 4.9230, 0.1037, 1.6212,-2.3672,-2.8954,-3.6913,-2.9176,-1.3902,-4.6546,-4.4912,-1.9278, 1.4668,-1.3361, 0.4533,-3.6982,-3.9478,-3.1389,-0.8724,-1.0633, 0.6237, 0.8145,-2.6497, 1.5595, 4.9263, 1.2938, 1.4542, 4.4887, 2.9152,-3.3590, 2.6448,-4.2864,-0.4742, 2.7410,-2.7104, 3.2866,-3.4120,-0.3997,-4.4661,-4.0179,-1.3177, 0.1188, 1.9618,-1.5911,-2.4005, 0.9992, 2.8019, 2.4052, 3.8348, 4.1541, 3.1159, 2.3358,-2.6728, 3.9797, 1.8454,-0.4776, 4.5436, 1.6807,-2.1991,-1.2429, 4.2114,-4.1409,-0.4172,-0.6645,-1.7860,-1.4245
-1.9866, 4.7308,-0.8985, 3.2144, 3.7521,-1.3417, 2.1109,-4.7703, 4.2065, 1.4111, 4.4303,-2.0699, 0.7131, 2.5556, 4.4957, 2.2956,-0.9280, 2.0383, 4.8563, 2.4697, 0.6797,-2.5716, 3.3328, 0.8455, 1.0702,-2.3842, 2.1547,-1.2996,-3.9231, 0.4763, 0.6212, 3.7475,-1.9706, 3.9379, 0.4569, 4.5381,-2.4612,-3.4126, 2.1038, 4.7223, 0.2714, 3.3288,-0.9761,-4.2525,-1.2657,-3.2907,-4.6010,-1.0373, 1.8753, 1.9222,-1.3342,-2.6054, 0.7802,-3.8347, 0.7109,-2.7652,-1.3897, 1.3881, 2.4362,-3.2388,-2.2467,-4.7388,-4.8323,-2.3566, 4.4699,-2.8925,-4.5719,-3.7900, 0.7149,-3.4486,-4.1909, 1.8440, 3.6974,-0.2057,-4.0850, 2.9195,-4.0663, 0.8719, 0.4861, 3.4243
