 2.8146, 0.3101, 0.0364, 0.9391,-1.2637,-0.5957,-0.2988, 0.0179,-0.0407,-0.3731
 0.3101, 3.9130, 0.6301,-0.4258,-0.2666, 0.0064,-0.0778,-1.1962,-0.1716, 0.3727
 0.0364, 0.6301, 3.9570,-0.2853,-0.2360, 0.3046, 0.0089, 0.2819, 0.0382, 0.6118
 0.9391,-0.4258,-0.2853, 3.1934,-0.7126,-0.4558, 0.0500, 0.0856,-0.0316, 0.1212
-1.2637,-0.2666,-0.2360,-0.7126, 4.2021, 0.2839,-0.4472,-0.2208,-0.0949, 0.0914
-0.5957, 0.0064, 0.3046,-0.4558, 0.2839, 3.0858, 0.2293, 0.0985,-0.3745,-0.1212
-0.2988,-0.0778, 0.0089, 0.0500,-0.4472, 0.2293, 4.0403, 0.3116,-0.8440,-0.9769
 0.0179,-1.1962, 0.2819, 0.0856,-0.2208, 0.0985, 0.3116, 4.9206, 0.1943, 0.1565
-0.0407,-0.1716, 0.0382,-0.0316,-0.0949,-0.3745,-0.8440, 0.1943, 2.5619, 0.7831
-0.3731, 0.3727, 0.6118, 0.1212, 0.0914,-0.1212,-0.9769, 0.1565, 0.7831, 3.5576
