-3.0373, 4.7754, 1.4566, 1.9238,-3.5322, 1.8573, 3.5791,-0.6296, 3.1598,-1.1179, 3.3263, 1.9023,-2.8156,-4.8575, 0.4646, 3.5355,-0.9270,-2.2620,-0.5574,-1.7220,-2.5136,-2.9352,-0.1252,-0.9659, 4.1742,-3.6937, 2.9849, 4.0860, 2.8197, 0.7760
-0.3560, 2.4909,-4.7619,-1.1656, 4.7524,-3.0123,-2.7995,-3.6660,-0.8484,-2.8103,-2.5318, 2.7230,-4.5937,-0.6609, 4.7395,-4.7542, 2.1549, 1.1906,-1.2709,-1.8796, 0.5178,-3.2495,-4.4276,-0.0338,-0.3608, 0.4832, 3.2298,-0.9752,-3.5622,-1.6279
 4.3960,-2.5110, 0.0780, 0.7243,-1.0273, 2.9797, 3.5711,-3.1442, 0.9456, 0.1470,-3.2169,-1.5261,-1.7056, 2.9397,-3.7210,-0.5275, 4.9273, 0.4108, 4.8118, 4.3421, 0.3358,-0.6233, 0.7719,-0.2381,-2.7489,-1.5220,-1.1804, 4.8493, 0.2838, 2.5315
-0.9610,-3.6441,-0.8367, 4.3049, 2.6983,-1.6184, 1.9316,-1.0843,-0.0560,-3.6117, 2.3652, 3.5981, 2.7550, 2.3296,-0.9627, 1.7661,-0.2274, 4.3743, 2.1540,-3.6295, 3.9253,-2.4410,-1.9934, 0.9019,-2.3875, 2.1426, 1.8574,-2.1893, 0.6684, 1.2243
 2.8668, 0.7414, 0.9020, 1.7723, 4.4076,-0.5633,-1.8478,-0.5617,-0.7635, 0.8319,-0.0850,-4.1116, 2.7317,-0.9237, 4.3180, 3.0787,-4.1635, 2.7450, 3.9605, 0.7342,-4.0417, 2.1110,-4.9817, 1.0659,-4.5587,-1.5479,-1.9648,-1.6119,-3.9024,-3.5803
-2.3803, 3.1284, 3.3724,-0.1004,-0.4108, 0.2056,-3.2072, 3.6806,-4.0071,-0.4215, 3.7880,-0.3117, 2.7724,-4.1035, 2.4182,-2.5063,-1.2946, 0.1959,-2.2355, 3.4058,-3.2910,-3.6474, 3.4055,-3.8087,-3.6254, 2.1172, 1.2896,-3.1484, 1.6528, 0.3409
 1.1004, 4.5893, 4.6085,-1.5149, 3.8970, 0.1878, 4.1038,-2.5467, 1.9072, 4.1951,-1.4505, 3.2258, 2.1902, 0.7688, 1.3690, 1.9862,-0.3960, 1.9681,-0.6604,-0.2506,-1.9806,-0.4755,-4.2415,-2.8775, 3.9904,-3.9140,-1.2466,-0.8379, 3.4114,-4.3322
-3.6542, 0.5658, 2.3066,-1.0518,-2.8720,-2.6487, 1.9042, 3.1383, 4.6043,-1.9306,-2.9782, 4.2601, 4.2729,-2.9579, 2.0635, 2.4711, 4.0434,-0.7783,-2.3619,-3.5432,-3.2668,-3.1996,-4.6861,-0.9840, 4.7114, 3.4632,-4.5143,-1.2626,-1.2071, 3.1587
 2.1846,-2.1095, 2.0176,-3.7258,-4.8651, 4.3831,-3.7362,-0.9018, 0.9441,-2.0460, 0.0583, 2.5444,-0.2835,-0.1463,-4.0261,-1.5503,-1.6271, 2.4250,-2.6243, 4.5504, 0.1066, 4.0165,-3.1715, 0.6187,-4.9421,-2.9479,-2.5492,-4.1159, 2.4327, 0.9176
 4.0477,-4.7359,-3.0065, 0.8204, 3.0704,-3.1094, 2.1034, 0.5137,-2.7702, 1.9810, 1.1637, 2.4059, 4.9508,-3.8614, 3.6487, 1.2144, 3.5240,-4.7994,-2.5509, 2.4038,-4.1730,-3.4272,-0.0798,-2.9053,-3.8413, 2.7455, 4.3628,-3.6677, 0.6826,-2.4914
