 2.8844,-0.2621,-0.1782,-0.1631, 0.4733, 0.0355,-0.0734, 0.2423, 0.1665,-0.3193,-0.1290,-0.0681,-0.0421,-0.3399, 0.3914,-0.1156, 0.2895, 0.5035,-0.3664,-0.1170, 0.1727,-0.0749,-0.2793, 0.1518, 0.0838,-0.3802,-0.1058, 0.0837,-0.1871,-0.2573, 0.0669,-0.1367, 0.1910, 0.0605,-0.0344, 0.5003,-0.3811,-0.0351,-0.0788, 0.0790
-0.2621, 3.6592, 0.2045, 0.1343,-0.1061,-0.3669,-0.1607, 0.1383, 0.0601,-0.2107, 0.2115,-0.0873,-0.1229, 0.1708,-0.1108, 0.0728,-0.3977, 0.1033,-0.2481, 0.1340,-0.0060, 0.0165,-0.0243,-0.3266,-0.3297, 0.1880, 0.2279,-0.0022, 0.2341,-0.0911, 0.4190, 0.2447, 0.0699,-0.0684, 0.3023,-0.2664,-0.0838, 0.1488,-0.0008,-0.0594
-0.1782, 0.2045, 3.6030,-0.0287,-0.1386,-0.1015, 0.1926, 0.2531,-0.0967, 0.5458,-0.1784,-0.4069,-0.0736,-0.1147, 0.0727, 0.2129,-0.2418,-0.0100, 0.0801, 0.0788,-0.1416,-0.0901, 0.0212, 0.1685, 0.0169,-0.0802, 0.2028, 0.0899, 0.0081, 0.0550,-0.0941, 0.6804, 0.1327, 0.2550, 0.0861,-0.0499,-0.3915, 0.3482, 0.0859,-0.1142
-0.1631, 0.1343,-0.0287, 3.4878, 0.0046, 0.0176,-0.0545,-0.0347,-0.0433, 0.0477,-0.2331,-0.4206, 0.3987, 0.0202,-0.1346,-0.1094, 0.3304, 0.4451, 0.2587, 0.1259,-0.0079,-0.0658, 0.1195, 0.3160, 0.2901,-0.0552,-0.2380,-0.1154,-0.4676,-0.0101,-0.1906,-0.1882,-0.0473,-0.2212,-0.2304,-0.2425,-0.3197, 0.1471,-0.2518, 0.0460
 0.4733,-0.1061,-0.1386, 0.0046, 2.9727,-0.0310,-0.3248, 0.1727,-0.1777, 0.0283,-0.4528,-0.0098, 0.2891,-0.0544, 0.2668,-0.2911, 0.0842, 0.0638,-0.3595,-0.3188,-0.0333,-0.2530,-0.0942,-0.0952,-0.2807, 0.0017, 0.1470,-0.1533, 0.0132, 0.4891, 0.1937,-0.0654, 0.0056,-0.0723, 0.1864,-0.0663, 0.2522,-0.1537,-0.1925,-0.1233
 0.0355,-0.3669,-0.1015, 0.0176,-0.0310, 3.7054, 0.3578,-0.1568, 0.0268,-0.1583,-0.2885, 0.1806,-0.0538,-0.1862, 0.0137, 0.1155, 0.0716,-0.0294,-0.2641,-0.0765,-0.2421,-0.3399, 0.1754, 0.1662, 0.0138,-0.0591,-0.2867, 0.0222,-0.0561,-0.0120, 0.1684,-0.4377, 0.1767,-0.2903,-0.0736, 0.0601,-0.2794, 0.1345, 0.3835,-0.1575
-0.0734,-0.1607, 0.1926,-0.0545,-0.3248, 0.3578, 3.6252, 0.0553,-0.0470,-0.0102, 0.0588,-0.0275, 0.2433, 0.2377, 0.5170, 0.0807,-0.2145, 0.0778, 0.1109,-0.0568,-0.0012, 0.1516,-0.0264,-0.2195,-0.4409,-0.1071, 0.0348,-0.2639,-0.3019, 0.0326, 0.0277, 0.0595, 0.0354,-0.1956,-0.0357,-0.0616,-0.0117, 0.0870, 0.1514,-0.1988
 0.2423, 0.1383, 0.2531,-0.0347, 0.1727,-0.1568, 0.0553, 3.7652,-0.0948, 0.2333,-0.0540,-0.0811, 0.0622,-0.0607,-0.0717, 0.2759,-0.3036, 0.3011,-0.0064, 0.1911, 0.2172,-0.2911, 0.1395,-0.1498,-0.1328,-0.0540, 0.0457,-0.1134, 0.1389,-0.2186,-0.0991, 0.0359, 0.0894,-0.1499,-0.3433, 0.1226,-0.0960, 0.0107,-0.0357, 0.1607
 0.1665, 0.0601,-0.0967,-0.0433,-0.1777, 0.0268,-0.0470,-0.0948, 3.5007,-0.2290,-0.2144, 0.3524, 0.4290, 0.1119, 0.0448,-0.1601, 0.1657,-0.1330,-0.0987, 0.1538, 0.2495, 0.1550, 0.4603,-0.1413,-0.1810, 0.2695,-0.3292,-0.0385,-0.2015,-0.0618, 0.1965,-0.0969, 0.0275, 0.0387,-0.1698, 0.4266,-0.0172,-0.3406,-0.2869, 0.1107
-0.3193,-0.2107, 0.5458, 0.0477, 0.0283,-0.1583,-0.0102, 0.2333,-0.2290, 3.4468, 0.2138,-0.0256,-0.0309, 0.0618,-0.1537,-0.1967,-0.4383,-0.0313, 0.1235,-0.0198, 0.0479,-0.2147,-0.4526,-0.2462, 0.1582,-0.0063, 0.1407, 0.0202,-0.0120,-0.0375, 0.0314,-0.3030, 0.1736, 0.4349, 0.3085,-0.1235,-0.2053,-0.0890, 0.2122, 0.1533
