 3.9820,-0.0929, 0.1414, 0.0148, 0.1795, 0.1855, 0.1063,-0.1982,-0.2026,-0.0584,-0.0549,-0.0453, 0.1953, 0.0964, 0.2246, 0.0068,-0.0216,-0.0119, 0.2792,-0.3249,-0.0915,-0.1625, 0.1349, 0.1067,-0.1970, 0.0496, 0.0968, 0.1871,-0.3358, 0.3952, 0.0384, 0.1479, 0.2105,-0.0679, 0.2180, 0.3194, 0.0080, 0.2372,-0.0467, 0.1126, 0.3628,-0.1841, 0.0000, 0.0955,-0.2807, 0.5133,-0.0341, 0.0828, 0.2721,-0.0988
-0.0929, 3.6016,-0.0057,-0.0960, 0.1025, 0.1547,-0.0371, 0.0389, 0.1204, 0.0847, 0.1064, 0.5526, 0.0332,-0.3629, 0.1767, 0.1834,-0.1131, 0.1476, 0.1829, 0.0195,-0.0227, 0.3661,-0.2190,-0.0336,-0.2856, 0.0986,-0.0106, 0.1869,-0.1809, 0.1906, 0.0509,-0.4567, 0.3016,-0.0732, 0.2522, 0.4120,-0.0360,-0.1532, 0.1783,-0.1190,-0.1825, 0.3287,-0.0772, 0.4229, 0.4088,-0.0641,-0.1349, 0.0901, 0.0276, 0.3505
 0.1414,-0.0057, 4.2642, 0.0039,-0.0829, 0.1168, 0.0602,-0.1248,-0.4935, 0.0081,-0.1223,-0.0787, 0.0983, 0.2871, 0.1361,-0.0967,-0.0449, 0.5516,-0.1623, 0.0184,-0.0603, 0.2459,-0.0853,-0.4548,-0.3771,-0.2540,-0.1166,-0.2459,-0.2025,-0.2209,-0.0018,-0.2156,-0.2115, 0.0415,-0.0924, 0.1767, 0.1547,-0.3008, 0.0220, 0.3994,-0.0778,-0.0962,-0.0756,-0.1821,-0.1123, 0.1370,-0.1220, 0.2048, 0.1124,-0.1714
 0.0148,-0.0960, 0.0039, 4.0002,-0.2002,-0.0961, 0.0329, 0.4565,-0.2530, 0.0702,-0.2994, 0.0691, 0.0759,-0.0614, 0.1912, 0.3751,-0.1231, 0.0039,-0.2381, 0.2355, 0.1105,-0.3288,-0.0920, 0.0434, 0.0322,-0.1739, 0.3331,-0.0109, 0.1742, 0.0671,-0.0977, 0.2195, 0.0609,-0.4059, 0.0598,-0.1908, 0.1275, 0.1544, 0.4629,-0.2612, 0.2610, 0.1688, 0.0299,-0.0669, 0.4064,-0.1539,-0.1776, 0.1358, 0.2081, 0.2635
 0.1795, 0.1025,-0.0829,-0.2002, 3.5492,-0.1030, 0.1606, 0.1818,-0.0386, 0.0409,-0.0836, 0.2131, 0.0024,-0.4322, 0.1873,-0.3872, 0.1980,-0.1859,-0.4166,-0.1074,-0.0619, 0.0248, 0.0297, 0.0221,-0.1912, 0.0818, 0.2026, 0.3568,-0.3429,-0.0802, 0.0001,-0.1114, 0.2642,-0.0660, 0.0675, 0.2162, 0.1629, 0.3091,-0.0902, 0.1738,-0.3253,-0.0618,-0.0906, 0.1484,-0.5310, 0.2168,-0.2724,-0.0391,-0.2760, 0.2613
 0.1855, 0.1547, 0.1168,-0.0961,-0.1030, 3.4930, 0.0752, 0.2953,-0.1838, 0.0915, 0.2725, 0.3380, 0.1734,-0.1547,-0.2621,-0.1804, 0.0752,-0.0049, 0.1789, 0.1546, 0.0819, 0.1302,-0.2607,-0.0334,-0.1062, 0.1990,-0.2431, 0.0435, 0.0701,-0.1021,-0.4484, 0.4152,-0.2237,-0.2315, 0.4562,-0.1783,-0.2343,-0.2499, 0.1509,-0.4623, 0.0844,-0.1185,-0.1479,-0.0066, 0.0811,-0.5165,-0.1637,-0.4877, 0.2203, 0.1502
 0.1063,-0.0371, 0.0602, 0.0329, 0.1606, 0.0752, 3.4530,-0.0398,-0.2904, 0.3494, 0.1025,-0.0331, 0.0665,-0.2425, 0.0498, 0.1851,-0.0898,-0.1618, 0.3640, 0.1638, 0.0722, 0.3221,-0.1024, 0.3245,-0.0052, 0.1052, 0.1594,-0.2030, 0.2092, 0.1405, 0.2227, 0.1027,-0.1661, 0.4650, 0.2067,-0.1820,-0.2739, 0.2173, 0.2079, 0.3001,-0.3476, 0.3190, 0.0723, 0.1134, 0.1367, 0.1536,-0.0038,-0.1344, 0.1256,-0.2912
-0.1982, 0.0389,-0.1248, 0.4565, 0.1818, 0.2953,-0.0398, 3.9723, 0.0562,-0.1864, 0.4401,-0.5602, 0.0950, 0.2556, 0.1222,-0.0773,-0.0062, 0.3482,-0.1351,-0.0077, 0.0792,-0.2624,-0.2069, 0.1576,-0.3031,-0.1178,-0.0577, 0.1790,-0.2555,-0.0089, 0.3137, 0.0376, 0.1022, 0.1419, 0.1978,-0.1734,-0.1883,-0.3502, 0.1363, 0.1875,-0.1345,-0.1698, 0.0725, 0.1769, 0.0960, 0.0219, 0.2371,-0.2143,-0.0957, 0.3169
-0.2026, 0.1204,-0.4935,-0.2530,-0.0386,-0.1838,-0.2904, 0.0562, 3.5780, 0.1118,-0.4118,-0.0701, 0.1595,-0.0239,-0.1274, 0.2781,-0.1045,-0.2496,-0.0625, 0.2244,-0.0009,-0.1384, 0.3670,-0.1691,-0.1577, 0.4441, 0.2532,-0.1987,-0.1318,-0.1670,-0.0961,-0.3946,-0.2915,-0.1016,-0.3291, 0.0175,-0.0435, 0.0080, 0.2574, 0.2540,-0.1959,-0.3395,-0.1499,-0.1936, 0.5566, 0.1023,-0.0026, 0.0087, 0.5144, 0.0257
-0.0584, 0.0847, 0.0081, 0.0702, 0.0409, 0.0915, 0.3494,-0.1864, 0.1118, 4.0688, 0.1945,-0.0827, 0.0576, 0.0674,-0.0673,-0.0873,-0.2427,-0.4565, 0.0107,-0.5964, 0.1188, 0.2071, 0.2383,-0.0068, 0.0166,-0.2511,-0.0315, 0.2623, 0.0880, 0.1017, 0.2021,-0.2773, 0.0963,-0.1553, 0.2616,-0.1369, 0.1836, 0.1359, 0.1791,-0.0196, 0.0437,-0.3834,-0.2635,-0.0956, 0.1690, 0.1915, 0.0781,-0.0520, 0.2234, 0.0690
