 3.8952, 0.3045,-0.0132,-0.2644,-0.1264, 0.0664, 0.2943,-0.3275, 0.1177, 0.1677,-0.1788, 0.0299,-0.1657, 0.5776,-0.1850, 0.0351, 0.1616,-0.0986, 0.1803,-0.0903
 0.3045, 3.7120, 0.0334, 0.1868,-0.1059, 0.3682, 0.0201, 0.2126, 0.3649, 0.3519, 0.1244,-0.1052,-0.1728,-0.3169, 0.2385,-0.0447, 0.2673,-0.6407,-0.0444,-0.2960
-0.0132, 0.0334, 4.2976, 0.1567, 0.1107, 0.4925, 0.0975,-0.0459, 0.0448,-0.2442,-0.6598, 0.2380, 0.3030, 0.0820,-0.1789, 0.0543, 0.0475, 0.0174,-0.3483,-0.3059
-0.2644, 0.1868, 0.1567, 3.4431, 0.1794,-0.4340,-0.0437,-0.1047,-0.0893, 0.1305, 0.3471, 0.0276, 0.9209,-0.0242, 0.3824, 0.1418, 0.0240, 0.1363,-0.1863, 0.1566
-0.1264,-0.1059, 0.1107, 0.1794, 3.9049,-0.2692, 0.2538, 0.1217, 0.1593, 0.1118, 0.4380,-0.3048,-0.3989, 0.0489,-0.2149, 0.1982,-0.0397,-0.3184, 0.2980,-0.0267
 0.0664, 0.3682, 0.4925,-0.4340,-0.2692, 4.4200,-0.1565,-0.1299, 0.1033,-0.5284,-0.1957, 0.1530, 0.3062,-0.1011,-0.0277, 0.0614, 0.4472,-0.2332, 0.0067, 0.2367
 0.2943, 0.0201, 0.0975,-0.0437, 0.2538,-0.1565, 4.2491,-0.0292,-0.0515,-0.0622, 0.1306,-0.0592,-0.1495,-0.1106,-0.1719, 0.2042,-0.0877, 0.1047,-0.1576, 0.3708
-0.3275, 0.2126,-0.0459,-0.1047, 0.1217,-0.1299,-0.0292, 3.0599, 0.4763,-0.1912,-0.0231,-0.2496, 0.6837, 0.1541,-0.0034,-0.3059, 0.0996,-0.0574,-0.4577,-0.2949
 0.1177, 0.3649, 0.0448,-0.0893, 0.1593, 0.1033,-0.0515, 0.4763, 3.4754,-0.2984,-0.3755,-0.2744,-0.1084,-0.1044,-1.0832, 0.0540, 0.0417, 0.2611, 0.0725,-0.0372
 0.1677, 0.3519,-0.2442, 0.1305, 0.1118,-0.5284,-0.0622,-0.1912,-0.2984, 3.6596,-0.2898,-0.0929,-0.0187, 0.5558, 0.3950,-0.1354,-0.2827, 0.1096, 0.2321, 0.1904
-0.1788, 0.1244,-0.6598, 0.3471, 0.4380,-0.1957, 0.1306,-0.0231,-0.3755,-0.2898, 3.6720,-0.4911,-0.2422, 0.4709,-0.0349,-0.0650,-0.1810,-0.1460, 0.0660,-0.2649
 0.0299,-0.1052, 0.2380, 0.0276,-0.3048, 0.1530,-0.0592,-0.2496,-0.2744,-0.0929,-0.4911, 4.1714, 0.1354,-0.0960, 0.8128,-0.3469, 0.2773, 0.2421, 0.1117, 0.3142
-0.1657,-0.1728, 0.3030, 0.9209,-0.3989, 0.3062,-0.1495, 0.6837,-0.1084,-0.0187,-0.2422, 0.1354, 3.0135, 0.2160,-0.2458, 0.0160, 0.1913, 0.4950, 0.1522,-0.0386
 0.5776,-0.3169, 0.0820,-0.0242, 0.0489,-0.1011,-0.1106, 0.1541,-0.1044, 0.5558, 0.4709,-0.0960, 0.2160, 3.4273,-0.1080, 0.0820,-0.0285,-0.0776,-0.1535,-0.0233
-0.1850, 0.2385,-0.1789, 0.3824,-0.2149,-0.0277,-0.1719,-0.0034,-1.0832, 0.3950,-0.0349, 0.8128,-0.2458,-0.1080, 3.5791, 0.0219, 0.2952, 0.0114,-0.1911,-0.0890
 0.0351,-0.0447, 0.0543, 0.1418, 0.1982, 0.0614, 0.2042,-0.3059, 0.0540,-0.1354,-0.0650,-0.3469, 0.0160, 0.0820, 0.0219, 4.0979,-0.1172, 0.2136, 0.0531, 0.3306
 0.1616, 0.2673, 0.0475, 0.0240,-0.0397, 0.4472,-0.0877, 0.0996, 0.0417,-0.2827,-0.1810, 0.2773, 0.1913,-0.0285, 0.2952,-0.1172, 3.6002,-0.1466, 0.1694,-0.3183
-0.0986,-0.6407, 0.0174, 0.1363,-0.3184,-0.2332, 0.1047,-0.0574, 0.2611, 0.1096,-0.1460, 0.2421, 0.4950,-0.0776, 0.0114, 0.2136,-0.1466, 3.7588, 0.0795,-0.2284
 0.1803,-0.0444,-0.3483,-0.1863, 0.2980, 0.0067,-0.1576,-0.4577, 0.0725, 0.2321, 0.0660, 0.1117, 0.1522,-0.1535,-0.1911, 0.0531, 0.1694, 0.0795, 3.7436, 0.2188
-0.0903,-0.2960,-0.3059, 0.1566,-0.0267, 0.2367, 0.3708,-0.2949,-0.0372, 0.1904,-0.2649, 0.3142,-0.0386,-0.0233,-0.0890, 0.3306,-0.3183,-0.2284, 0.2188, 4.0216
