3, 2, 1.37, 0.06
10, 5, 3.24, 0.14
10, 21, 13.64, 0.41
10, 37, 24.24, 0.70
10, 53, 35.33, 0.98
10, 69, 46.83, 1.26
10, 85, 58.91, 1.57
30, 5, 3.35, 0.14
30, 21, 13.88, 0.43
30, 37, 24.86, 0.71
30, 53, 36.98, 1.08
30, 69, 47.93, 1.29
30, 85, 60.10, 1.59
50, 5, 3.45, 0.16
50, 21, 14.26, 0.44
50, 37, 25.45, 0.73
50, 53, 36.99, 1.04
50, 69, 48.51, 1.30
50, 85, 60.93, 1.59
70, 5, 3.57, 0.18
70, 21, 14.51, 0.47
70, 37, 25.81, 0.74
70, 53, 37.58, 1.04
70, 69, 49.66, 1.32
70, 85, 62.13, 1.64
10, 13, 8.46, 0.31
10, 29, 18.87, 0.54
10, 45, 29.83, 0.83
10, 61, 41.18, 1.11
10, 77, 52.97, 1.42
10, 93, 66.83, 1.78
30, 13, 8.59, 0.27
30, 29, 19.38, 0.56
30, 45, 30.57, 0.84
30, 61, 42.15, 1.14
30, 77, 54.14, 1.43
30, 93, 66.77, 1.74
50, 13, 8.85, 0.30
50, 29, 19.85, 0.60
50, 45, 31.76, 0.87
50, 61, 43.29, 1.16
50, 77, 55.43, 1.45
50, 93, 68.74, 1.77
70, 13, 9.15, 0.31
70, 29, 20.50, 0.60
70, 45, 32.16, 0.90
70, 61, 44.31, 1.20
70, 77, 56.87, 1.49
70, 93, 69.75, 1.81
20, 5, 3.32, 0.13
20, 13, 8.49, 0.26
20, 21, 13.81, 0.41
20, 29, 19.22, 0.55
20, 37, 24.79, 0.70
20, 45, 30.36, 0.84
20, 53, 36.06, 0.98
20, 61, 41.85, 1.13
20, 69, 47.82, 1.27
20, 77, 53.76, 1.43
20, 85, 59.97, 1.58
20, 93, 66.51, 1.72
40, 5, 3.39, 0.14
40, 13, 8.65, 0.28
40, 21, 14.04, 0.42
40, 29, 19.50, 0.56
40, 37, 25.15, 0.71
40, 45, 30.74, 0.85
40, 53, 37.09, 1.00
40, 61, 42.43, 1.14
40, 69, 48.35, 1.33
40, 77, 54.48, 1.45
40, 85, 60.68, 1.57
40, 93, 66.98, 1.75
60, 5, 3.52, 0.16
60, 13, 9.02, 0.29
60, 21, 14.62, 0.46
60, 29, 20.02, 0.59
60, 37, 25.83, 0.73
60, 45, 31.51, 0.87
60, 53, 37.40, 1.02
60, 61, 43.37, 1.17
60, 69, 49.48, 1.32
60, 77, 55.89, 1.49
60, 85, 62.10, 1.61
60, 93, 68.40, 1.75
80, 5, 3.71, 0.18
80, 13, 9.22, 0.32
80, 21, 15.76, 0.57
80, 29, 20.57, 0.61
80, 37, 26.40, 0.75
80, 45, 32.29, 0.91
80, 53, 38.27, 1.04
80, 61, 44.34, 1.19
80, 69, 50.84, 1.34
80, 77, 57.08, 1.49
80, 85, 63.39, 1.66
80, 93, 69.93, 1.78
