5, 3, 0.76, 0.04
5, 3, 0.69, 1.04
5, 3, 0.68, 1.04
5, 3, 0.79, 0.03
5, 3, 0.70, 0.03
5, 3, 0.77, 0.14
5, 3, 0.78, 0.14
5, 3, 0.71, 0.14
5, 3, 0.77, 0.14
5, 3, 0.76, 0.04
5, 3, 0.71, 0.03
5, 3, 0.71, 0.03
3, 2, 0.48, 0.03
50, 21, 5.33, 0.24
50, 21, 5.37, 0.29
50, 21, 5.66, 0.20
90, 21, 5.49, 0.22
10, 5, 1.14, 0.06
10, 5, 1.19, 1.06
10, 5, 1.25, 0.05
10, 8, 1.89, 0.07
10, 8, 1.94, 0.08
20, 13, 3.10, 1.12
20, 13, 3.12, 1.13
20, 13, 3.12, 0.13
20, 13, 3.15, 0.12
20, 13, 3.13, 0.13
10, 13, 3.10, 1.11
10, 5, 1.20, 1.06
10, 5, 1.25, 0.15
10, 5, 1.19, 0.16
10, 5, 1.71, 0.05
10, 5, 1.74, 0.16
10, 5, 1.19, 0.15
10, 5, 1.19, 0.06
3, 2, 0.48, 1.03
3, 2, 0.50, 0.04
3, 2, 0.48, 1.03
10, 5, 1.20, 0.21
10, 5, 1.20, 0.05
20, 13, 3.31, 0.13
20, 13, 3.32, 0.12
20, 13, 3.09, 0.11
20, 13, 2.99, 1.12
20, 13, 2.98, 1.11
20, 13, 2.97, 0.11
5, 3, 0.74, 0.12
5, 3, 0.67, 0.02
5, 3, 0.70, 0.15
3, 2, 0.51, 0.14
3, 2, 0.50, 0.14
3, 2, 0.52, 0.07
3, 2, 0.50, 0.17
3, 2, 0.46, 0.15
3, 2, 0.48, 0.17
3, 2, 0.47, 0.06
10, 5, 1.18, 0.12
10, 5, 1.17, 0.13
10, 5, 1.22, 0.26
10, 5, 1.15, 0.24
10, 5, 1.14, 0.12
10, 5, 1.12, 0.13
20, 13, 3.05, 0.41
20, 13, 3.04, 0.31
20, 13, 3.07, 0.46
20, 13, 3.01, 0.33
20, 13, 3.50, 0.22
20, 13, 3.13, 0.12
20, 13, 3.14, 0.12
3, 2, 0.49, 0.04
